Orthogroup	protein_mansoni	sequence_Homo sapiens
OG0000056	6183.Smp_157300.1	10q11.2 ret proto-oncogene [Homo sapiens], 10q25.3-q26 fibroblast growth factor receptor 2 [Homo sapiens], 13q12 fms-related tyrosine kinase 1 [Homo sapiens], 4q11-q12 kinase insert domain receptor [Homo sapiens], 4q12 platelet-derived growth factor receptor_ alpha polypeptide [Homo sapiens], 4q12 v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog [Homo sapiens], 5q32 colony stimulating factor 1 receptor [Homo sapiens], 5q33.1 platelet-derived growth factor receptor_ beta polypeptide [Homo sapiens], 5q34-q35 fms-related tyrosine kinase 4 [Homo sapiens], 8p11.23-p11.22 fibroblast growth factor receptor 1 [Homo sapiens]
OG0000057	6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1	
OG0000058	6183.Smp_000620.1, 6183.Smp_015670.1, 6183.Smp_020960.1, 6183.Smp_022610.1, 6183.Smp_062490.1, 6183.Smp_067430.1, 6183.Smp_072470.1, 6183.Smp_082290.1, 6183.Smp_125400.1, 6183.Smp_203270.1	
OG0000059	6183.Smp_002500.1, 6183.Smp_096010.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1	
OG0000060	6183.Smp_006930.1, 6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_042720.1, 6183.Smp_102400.1, 6183.Smp_133290.1, 6183.Smp_151200.1, 6183.Smp_151210.1, 6183.Smp_151220.1, 6183.Smp_200450.1	
OG0000061	6183.Smp_013040.2, 6183.Smp_018800.1, 6183.Smp_132470.1, 6183.Smp_132480.1, 6183.Smp_136720.1, 6183.Smp_136730.1, 6183.Smp_136830.2, 6183.Smp_136840.1, 6183.Smp_197470.1, 6183.Smp_205390.1	
OG0000062	6183.Smp_018290.1, 6183.Smp_065290.1, 6183.Smp_088920.1, 6183.Smp_098840.1, 6183.Smp_121780.1, 6183.Smp_165210.1, 6183.Smp_171370.1, 6183.Smp_181490.1, 6183.Smp_199420.1	3p21.31 CaM kinase-like vesicle-associated [Homo sapiens]
OG0000063	6183.Smp_025410.1, 6183.Smp_033010.1, 6183.Smp_067480.3, 6183.Smp_067490.1, 6183.Smp_096390.1, 6183.Smp_096410.2, 6183.Smp_135970.1, 6183.Smp_135980.1, 6183.Smp_136640.1, 6183.Smp_146220.1	
OG0000064	6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_180990.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1	
OG0000065	6183.Smp_043920.1, 6183.Smp_074830.1, 6183.Smp_155240.1, 6183.Smp_158370.1, 6183.Smp_161800.1, 6183.Smp_163450.1, 6183.Smp_173320.1, 6183.Smp_181160.1, 6183.Smp_210200.1	2q13 tubulin tyrosine ligase [Homo sapiens]
OG0000066	6183.Smp_046000.1, 6183.Smp_062510.1, 6183.Smp_071250.1, 6183.Smp_084940.3, 6183.Smp_142450.1, 6183.Smp_165570.1, 6183.Smp_179910.1	12q14 RAP1B_ member of RAS oncogene family [Homo sapiens], 1p13.3 RAP1A_ member of RAS oncogene family [Homo sapiens], 7q36 Ras homolog enriched in brain [Homo sapiens]
OG0000067	6183.Smp_050830.1, 6183.Smp_060420.1, 6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_134810.1, 6183.Smp_134830.1, 6183.Smp_156740.1, 6183.Smp_157920.1, 6183.Smp_159670.1, 6183.Smp_166990.1	
OG0000068	6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1	
OG0000069	6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_186960.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1	
OG0000070	6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1	
OG0000071	6183.Smp_000870.1, 6183.Smp_055130.1, 6183.Smp_063260.1, 6183.Smp_093740.3, 6183.Smp_132450.2, 6183.Smp_144330.1, 6183.Smp_174690.1, 6183.Smp_180740.1	3p25.1 FYVE_ RhoGEF and PH domain containing 5 [Homo sapiens]
OG0000072	6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1	
OG0000073	6183.Smp_005190.2, 6183.Smp_005200.1, 6183.Smp_047870.1, 6183.Smp_068060.1, 6183.Smp_094090.1, 6183.Smp_096640.1, 6183.Smp_128670.1, 6183.Smp_150260.1, 6183.Smp_212600.1	
OG0000074	6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1	
OG0000075	6183.Smp_019760.1, 6183.Smp_028550.1, 6183.Smp_059250.1, 6183.Smp_120360.1, 6183.Smp_128140.1, 6183.Smp_137580.1, 6183.Smp_155500.1, 6183.Smp_177200.1, 6183.Smp_212530.1	
OG0000076	6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1	
OG0000077	6183.Smp_038340.1, 6183.Smp_073070.1, 6183.Smp_094130.1, 6183.Smp_130350.1, 6183.Smp_142520.1, 6183.Smp_146630.1, 6183.Smp_146700.1, 6183.Smp_201760.1	22q11.21 zinc finger_ DHHC-type containing 8 [Homo sapiens]
OG0000078	6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1	
OG0000079	6183.Smp_054350.1, 6183.Smp_098780.1, 6183.Smp_133480.1, 6183.Smp_133520.1, 6183.Smp_150430.1, 6183.Smp_152170.1, 6183.Smp_155010.1, 6183.Smp_158750.1, 6183.Smp_187740.1	
OG0000080	6183.Smp_055600.1, 6183.Smp_126310.1, 6183.Smp_132600.1, 6183.Smp_141790.1, 6183.Smp_168960.1, 6183.Smp_180290.1, 6183.Smp_192580.1, 6183.Smp_197780.1, 6183.Smp_205990.1	
OG0000081	6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1	
OG0000082	6183.Smp_084330.1, 6183.Smp_104170.1, 6183.Smp_117880.1, 6183.Smp_124900.1, 6183.Smp_144740.1, 6183.Smp_147200.1, 6183.Smp_154120.1, 6183.Smp_159900.1, 6183.Smp_179400.1	
OG0000083	6183.Smp_085380.1, 6183.Smp_096320.1, 6183.Smp_122340.1, 6183.Smp_136100.1, 6183.Smp_141890.1, 6183.Smp_143970.1, 6183.Smp_158450.2	16q24.1 kelch like family member 36 [Homo sapiens], 7p14.3 kelch repeat and BTB _POZ_ domain containing 2 [Homo sapiens]
OG0000084	6183.Smp_090160.1, 6183.Smp_129480.1, 6183.Smp_142560.1, 6183.Smp_142580.1, 6183.Smp_144120.1, 6183.Smp_148570.1, 6183.Smp_165410.1	1q24.1 LIM homeobox transcription factor 1_ alpha [Homo sapiens], 9q33.2 LIM homeobox 6 [Homo sapiens]
OG0000085	6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1	
OG0000086	6183.Smp_134410.2, 6183.Smp_134620.1, 6183.Smp_144760.1, 6183.Smp_150090.1, 6183.Smp_150340.1, 6183.Smp_151010.1, 6183.Smp_161430.1, 6183.Smp_161850.1, 6183.Smp_168000.1	
OG0000087	6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1	
OG0000088		14q23.3 zinc finger and BTB domain containing 1 [Homo sapiens], 19p13.13 nucleus accumbens associated 1_ BEN and BTB _POZ_ domain containing [Homo sapiens], 1p36.13 zinc finger and BTB domain containing 17 [Homo sapiens], 1q44 zinc finger and BTB domain containing 18 [Homo sapiens], 22q11.21 hypermethylated in cancer 2 [Homo sapiens], 3q13.2 zinc finger and BTB domain containing 20 [Homo sapiens], 3q27 B-cell CLL/lymphoma 6 [Homo sapiens], 5p12 zinc finger protein 131 [Homo sapiens], 6q25.1 zinc finger and BTB domain containing 2 [Homo sapiens]
OG0000089	6183.Smp_002150.1, 6183.Smp_030350.1, 6183.Smp_065530.1, 6183.Smp_103680.1, 6183.Smp_129230.1	11p11.2 coagulation factor II _thrombin_ [Homo sapiens], 7q21.1 hepatocyte growth factor _hepapoietin A; scatter factor_ [Homo sapiens], Xq26.3-q27.1 coagulation factor IX [Homo sapiens]
OG0000090	6183.Smp_003190.1, 6183.Smp_075030.1, 6183.Smp_079420.2, 6183.Smp_079760.1, 6183.Smp_143770.1, 6183.Smp_198360.1	1p13-p11 notch 2 [Homo sapiens], 9q34.3 notch 1 [Homo sapiens]
OG0000091	6183.Smp_003600.1, 6183.Smp_003610.2, 6183.Smp_035550.1, 6183.Smp_035560.2, 6183.Smp_083240.1, 6183.Smp_167270.1, 6183.Smp_167280.1, 6183.Smp_188200.1	
OG0000092	6183.Smp_006510.1, 6183.Smp_006520.1, 6183.Smp_056680.2, 6183.Smp_112090.1, 6183.Smp_119130.1, 6183.Smp_141450.1, 6183.Smp_185150.1, 6183.Smp_185190.1	
OG0000093	6183.Smp_009650.1, 6183.Smp_011100.1, 6183.Smp_061510.1, 6183.Smp_094050.2, 6183.Smp_128100.1, 6183.Smp_146010.1, 6183.Smp_155220.1, 6183.Smp_156960.2	
OG0000094	6183.Smp_017020.1, 6183.Smp_035650.1, 6183.Smp_053520.1, 6183.Smp_091160.1, 6183.Smp_124010.1, 6183.Smp_126560.1, 6183.Smp_175710.1	1p34.1 diencephalon/mesencephalon homeobox 1 [Homo sapiens]
OG0000095	6183.Smp_020840.1, 6183.Smp_036470.1, 6183.Smp_134980.1, 6183.Smp_134990.1, 6183.Smp_135010.1, 6183.Smp_135020.1, 6183.Smp_141800.1, 6183.Smp_145560.1	
OG0000096	6183.Smp_025740.1, 6183.Smp_062300.1, 6183.Smp_072140.1, 6183.Smp_081190.1, 6183.Smp_082810.2, 6183.Smp_104110.1, 6183.Smp_130230.1, 6183.Smp_146600.1	
OG0000097	6183.Smp_026440.1, 6183.Smp_081790.1, 6183.Smp_092750.1, 6183.Smp_098740.1, 6183.Smp_146210.1, 6183.Smp_153530.1, 6183.Smp_168270.1, 6183.Smp_203450.1	
OG0000098	6183.Smp_026880.1, 6183.Smp_040020.1, 6183.Smp_074610.1, 6183.Smp_082240.1, 6183.Smp_089860.1, 6183.Smp_150540.1, 6183.Smp_169450.1, 6183.Smp_177140.1	
OG0000099	6183.Smp_043620.1, 6183.Smp_061940.1, 6183.Smp_071390.1, 6183.Smp_153160.1, 6183.Smp_160450.1, 6183.Smp_163660.1, 6183.Smp_194530.1, 6183.Smp_197230.1	
OG0000100	6183.Smp_049160.1, 6183.Smp_075230.1, 6183.Smp_124090.1, 6183.Smp_152210.1, 6183.Smp_158490.1	14q32 B-cell CLL/lymphoma 11B _zinc finger protein_ [Homo sapiens], 17q22 vascular endothelial zinc finger 1 [Homo sapiens], 22q12.2 POZ _BTB_ and AT hook containing zinc finger 1 [Homo sapiens]
OG0000101	6183.Smp_062560.1, 6183.Smp_068680.1, 6183.Smp_118970.1, 6183.Smp_139180.1, 6183.Smp_155340.1, 6183.Smp_166640.1, 6183.Smp_173940.1, 6183.Smp_174350.1	
OG0000102	6183.Smp_124870.1, 6183.Smp_177520.1, 6183.Smp_182880.1, 6183.Smp_185930.1, 6183.Smp_189050.1, 6183.Smp_190740.1, 6183.Smp_192890.1, 6183.Smp_196830.1	
OG0000103	6183.Smp_130570.1, 6183.Smp_134180.1, 6183.Smp_144050.1, 6183.Smp_152750.1, 6183.Smp_156220.1, 6183.Smp_157620.1, 6183.Smp_160050.1	1q31-q32 protein tyrosine phosphatase_ receptor type_ C [Homo sapiens]
OG0000104	6183.Smp_001900.1, 6183.Smp_121960.1, 6183.Smp_148020.1, 6183.Smp_176350.1	12q11-q12 contactin 1 [Homo sapiens], 1q32.1 neurofascin [Homo sapiens], Xq28 L1 cell adhesion molecule [Homo sapiens]
OG0000105	6183.Smp_003900.1	12q24.1 T-box 5 [Homo sapiens], 17q21.32 T-box 21 [Homo sapiens], 22q11.21 T-box 1 [Homo sapiens], 2q24.2 T-box_ brain 1 [Homo sapiens], 6q14.1-q15 T-box 18 [Homo sapiens], Xq21.1 T-box 22 [Homo sapiens]
OG0000106	6183.Smp_004170.1, 6183.Smp_008070.1, 6183.Smp_033350.1, 6183.Smp_037530.1, 6183.Smp_054470.1, 6183.Smp_088390.1, 6183.Smp_175610.1	
OG0000107	6183.Smp_005910.1, 6183.Smp_012400.1, 6183.Smp_040550.1, 6183.Smp_059290.1, 6183.Smp_081510.1, 6183.Smp_084930.1, 6183.Smp_171590.1	
OG0000108	6183.Smp_009810.1, 6183.Smp_037720.1, 6183.Smp_127370.1, 6183.Smp_128310.1, 6183.Smp_154670.1, 6183.Smp_154680.1, 6183.Smp_187360.1	
OG0000109	6183.Smp_018950.1, 6183.Smp_101820.1, 6183.Smp_122800.1, 6183.Smp_161160.1, 6183.Smp_164650.1	10p15.3 La ribonucleoprotein domain family member 4B [Homo sapiens], 12q13.12 La ribonucleoprotein domain family member 4 [Homo sapiens]
OG0000110	6183.Smp_020920.1, 6183.Smp_078800.1, 6183.Smp_104730.1, 6183.Smp_132870.1, 6183.Smp_145670.1, 6183.Smp_151650.1, 6183.Smp_196180.1	
OG0000111	6183.Smp_027940.1, 6183.Smp_137300.1, 6183.Smp_137310.1, 6183.Smp_137320.1, 6183.Smp_178420.1, 6183.Smp_180140.1, 6183.Smp_204580.1	
OG0000112	6183.Smp_034850.1, 6183.Smp_046640.1, 6183.Smp_046650.1, 6183.Smp_127170.1, 6183.Smp_141570.1, 6183.Smp_147550.1, 6183.Smp_155970.1	
OG0000113	6183.Smp_041460.1, 6183.Smp_140000.1, 6183.Smp_140130.1, 6183.Smp_140140.1, 6183.Smp_152990.1, 6183.Smp_155310.1, 6183.Smp_201720.1	
OG0000114	6183.Smp_041550.1, 6183.Smp_046630.1, 6183.Smp_074590.1, 6183.Smp_141500.2, 6183.Smp_147160.1, 6183.Smp_201730.1, 6183.Smp_205580.1	
OG0000115	6183.Smp_043100.1, 6183.Smp_053940.1, 6183.Smp_056810.1	12q13.1 heterogeneous nuclear ribonucleoprotein A1 [Homo sapiens], 2q31.2 heterogeneous nuclear ribonucleoprotein A3 [Homo sapiens], 4q21 heterogeneous nuclear ribonucleoprotein D [Homo sapiens], 7p15 heterogeneous nuclear ribonucleoprotein A2/B1 [Homo sapiens]
OG0000116	6183.Smp_046410.1, 6183.Smp_059600.1, 6183.Smp_147440.1, 6183.Smp_154300.1, 6183.Smp_162540.1, 6183.Smp_165950.1, 6183.Smp_170210.1	
OG0000117	6183.Smp_047850.1, 6183.Smp_089730.1, 6183.Smp_147340.1, 6183.Smp_147740.1, 6183.Smp_154130.1, 6183.Smp_171110.1, 6183.Smp_173160.1	
OG0000118	6183.Smp_054010.1, 6183.Smp_083990.1, 6183.Smp_127000.1, 6183.Smp_150990.1, 6183.Smp_151000.1, 6183.Smp_151090.1, 6183.Smp_181630.1	
OG0000119	6183.Smp_062760.1, 6183.Smp_069400.1, 6183.Smp_122870.1, 6183.Smp_123050.1, 6183.Smp_127520.1, 6183.Smp_138430.1, 6183.Smp_210800.1	
OG0000120	6183.Smp_065980.1, 6183.Smp_072970.1, 6183.Smp_138680.2, 6183.Smp_152850.1, 6183.Smp_155020.1, 6183.Smp_155480.1	17q21.2 DnaJ heat shock protein family _Hsp40_ member C7 [Homo sapiens]
OG0000121	6183.Smp_073340.1, 6183.Smp_080730.1	10q21.2 cyclin-dependent kinase 1 [Homo sapiens], 12q13 cyclin-dependent kinase 2 [Homo sapiens], 12q13 cyclin-dependent kinase 4 [Homo sapiens], 7q21-q22 cyclin-dependent kinase 6 [Homo sapiens], 7q36 cyclin-dependent kinase 5 [Homo sapiens]
OG0000122	6183.Smp_086130.1, 6183.Smp_162500.1, 6183.Smp_162510.1, 6183.Smp_168980.1, 6183.Smp_168990.1, 6183.Smp_169010.1, 6183.Smp_192570.1	
OG0000123	6183.Smp_089270.1, 6183.Smp_089290.1, 6183.Smp_170830.1, 6183.Smp_170840.1, 6183.Smp_179250.1, 6183.Smp_179260.1, 6183.Smp_186710.1	
OG0000124	6183.Smp_104500.1, 6183.Smp_159720.1, 6183.Smp_163820.1, 6183.Smp_175790.1, 6183.Smp_175820.1, 6183.Smp_181230.1, 6183.Smp_192080.1	
OG0000125	6183.Smp_146790.1	10q22.1 nodal growth differentiation factor [Homo sapiens], 14q22-q23 bone morphogenetic protein 4 [Homo sapiens], 20p12 bone morphogenetic protein 2 [Homo sapiens], 20q13 bone morphogenetic protein 7 [Homo sapiens], 2q14.2 inhibin beta B [Homo sapiens], 8q22.1 growth differentiation factor 6 [Homo sapiens]
OG0000126	6183.Smp_003980.1, 6183.Smp_089460.2, 6183.Smp_137410.1, 6183.Smp_157500.1, 6183.Smp_159550.1	16p13.3 calpain 15 [Homo sapiens]
OG0000127	6183.Smp_005070.1, 6183.Smp_022330.1, 6183.Smp_083450.1, 6183.Smp_136910.1, 6183.Smp_172510.1	7q36.3 DnaJ heat shock protein family _Hsp40_ member B6 [Homo sapiens]
OG0000128	6183.Smp_005720.1, 6183.Smp_005740.1, 6183.Smp_125200.1, 6183.Smp_125210.1, 6183.Smp_125220.1, 6183.Smp_128110.1	
OG0000129	6183.Smp_009580.1, 6183.Smp_046690.1, 6183.Smp_089430.1, 6183.Smp_123260.1, 6183.Smp_125770.2, 6183.Smp_130170.1	
OG0000130	6183.Smp_012350.2, 6183.Smp_124050.4, 6183.Smp_124060.1, 6183.Smp_124070.1, 6183.Smp_163400.1, 6183.Smp_200460.1	
OG0000131	6183.Smp_028670.1, 6183.Smp_135470.1, 6183.Smp_159710.1, 6183.Smp_168730.1, 6183.Smp_180870.1, 6183.Smp_193670.1	
OG0000132	6183.Smp_030650.1, 6183.Smp_138730.1, 6183.Smp_138750.1, 6183.Smp_175120.2, 6183.Smp_212520.1	14q24.3 fucosyltransferase 8 _alpha _1_6_ fucosyltransferase_ [Homo sapiens]
OG0000133	6183.Smp_041600.1, 6183.Smp_096270.1, 6183.Smp_097590.1, 6183.Smp_122780.1, 6183.Smp_129650.1, 6183.Smp_194160.1	
OG0000134	6183.Smp_043040.1, 6183.Smp_064870.1, 6183.Smp_082830.1, 6183.Smp_103920.1, 6183.Smp_136210.1, 6183.Smp_180470.1	
OG0000135	6183.Smp_046180.1, 6183.Smp_122730.1, 6183.Smp_122770.1, 6183.Smp_182200.1, 6183.Smp_186690.1	6p21.2 cap methyltransferase 1 [Homo sapiens]
OG0000136	6183.Smp_053300.1, 6183.Smp_053390.1, 6183.Smp_135040.1, 6183.Smp_149590.1, 6183.Smp_149600.1, 6183.Smp_194870.1	
OG0000137	6183.Smp_055780.1, 6183.Smp_063000.1, 6183.Smp_089200.1, 6183.Smp_134890.1, 6183.Smp_137080.1, 6183.Smp_170820.1	
OG0000138	6183.Smp_056760.1, 6183.Smp_065190.2, 6183.Smp_157700.1, 6183.Smp_172110.1, 6183.Smp_179230.1, 6183.Smp_205750.1	
OG0000139	6183.Smp_062080.1, 6183.Smp_062120.1, 6183.Smp_155530.1, 6183.Smp_155550.1, 6183.Smp_155560.1	1q25.1 serpin peptidase inhibitor_ clade C _antithrombin__ member 1 [Homo sapiens]
OG0000140	6183.Smp_064320.1	11q13 v-rel avian reticuloendotheliosis viral oncogene homolog A [Homo sapiens], 14q13 nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor_ alpha [Homo sapiens], 19q13.32 v-rel avian reticuloendotheliosis viral oncogene homolog B [Homo sapiens], 3p12-q12 nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor_ zeta [Homo sapiens], 4q24 nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 [Homo sapiens]
OG0000141	6183.Smp_068220.1, 6183.Smp_170530.1	14q23 MYC associated factor X [Homo sapiens], 17p13.3 MAX network transcriptional repressor [Homo sapiens], 19q13 upstream transcription factor 2_ c-fos interacting [Homo sapiens], 2p24.3 v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog [Homo sapiens]
OG0000142	6183.Smp_073820.1, 6183.Smp_095400.1, 6183.Smp_100450.1, 6183.Smp_107750.1, 6183.Smp_108010.1, 6183.Smp_116960.1	
OG0000143	6183.Smp_078930.1, 6183.Smp_143780.1, 6183.Smp_143800.1, 6183.Smp_156320.1, 6183.Smp_158660.1, 6183.Smp_160360.1	
OG0000144	6183.Smp_079270.1, 6183.Smp_087250.1, 6183.Smp_153990.1, 6183.Smp_162180.1, 6183.Smp_162190.1, 6183.Smp_169700.2	
OG0000145	6183.Smp_080070.1, 6183.Smp_180630.1, 6183.Smp_184340.1, 6183.Smp_186830.1, 6183.Smp_199440.1, 6183.Smp_209080.1	
OG0000146	6183.Smp_082250.1, 6183.Smp_125080.1, 6183.Smp_127610.1, 6183.Smp_137760.1, 6183.Smp_167640.1, 6183.Smp_181340.1	
OG0000147	6183.Smp_090440.1, 6183.Smp_123410.2, 6183.Smp_157660.1, 6183.Smp_158970.1, 6183.Smp_182110.1, 6183.Smp_210260.1	
OG0000148	6183.Smp_091820.1, 6183.Smp_091840.1, 6183.Smp_131460.1, 6183.Smp_139080.1, 6183.Smp_179490.1, 6183.Smp_188670.1	
OG0000149	6183.Smp_093930.2, 6183.Smp_152680.1, 6183.Smp_165470.1	17q11.2-q12 erb-b2 receptor tyrosine kinase 2 [Homo sapiens], 2q33.3-q34 erb-b2 receptor tyrosine kinase 4 [Homo sapiens], 7p12 epidermal growth factor receptor [Homo sapiens]
OG0000150	6183.Smp_097460.1, 6183.Smp_097470.1, 6183.Smp_124470.1, 6183.Smp_149980.1, 6183.Smp_211230.1, 6183.Smp_211310.1	
OG0000151	6183.Smp_120050.1, 6183.Smp_155570.1, 6183.Smp_164170.1, 6183.Smp_181910.1, 6183.Smp_187070.1, 6183.Smp_193630.1	
OG0000152	6183.Smp_121070.1, 6183.Smp_127710.1, 6183.Smp_172940.1, 6183.Smp_174500.1, 6183.Smp_178290.1, 6183.Smp_181330.1	
OG0000153	6183.Smp_128460.1, 6183.Smp_128470.1, 6183.Smp_154360.1, 6183.Smp_172750.1, 6183.Smp_175360.1, 6183.Smp_208060.1	
OG0000154	6183.Smp_131330.1, 6183.Smp_131340.1, 6183.Smp_132920.1, 6183.Smp_156810.1, 6183.Smp_158120.1, 6183.Smp_167790.1	
OG0000155	6183.Smp_137910.1, 6183.Smp_154560.1, 6183.Smp_170290.1	10q23 discs_ large homolog 5 _Drosophila_ [Homo sapiens], 17p13.1 discs_ large homolog 4 _Drosophila_ [Homo sapiens], 3q29 discs_ large homolog 1 _Drosophila_ [Homo sapiens]
OG0000156	6183.Smp_142940.1, 6183.Smp_160670.1	11p13 paired box 6 [Homo sapiens], 2q13 paired box 8 [Homo sapiens], 2q36.1 paired box 3 [Homo sapiens], 9p13.2 paired box 5 [Homo sapiens]
OG0000157	6183.Smp_147790.1, 6183.Smp_154790.1, 6183.Smp_154800.1	15q14 Meis homeobox 2 [Homo sapiens], 21q22.3 PBX/knotted 1 homeobox 1 [Homo sapiens], 2p14 Meis homeobox 1 [Homo sapiens]
OG0000158	6183.Smp_154760.1	11q13.4 LDL receptor related protein 5 [Homo sapiens], 12p13.2 LDL receptor related protein 6 [Homo sapiens], 12q13.3 LDL receptor related protein 1 [Homo sapiens], 2q21.2 LDL receptor related protein 1B [Homo sapiens], 2q31.1 LDL receptor related protein 2 [Homo sapiens]
OG0000159	6183.Smp_203800.1, 6183.Smp_205860.1, 6183.Smp_205870.1, 6183.Smp_206090.1, 6183.Smp_206110.1, 6183.Smp_206200.1	
OG0000160	6183.Smp_000110.1, 6183.Smp_006990.1, 6183.Smp_073500.2, 6183.Smp_167220.1, 6183.Smp_176630.1	
OG0000161	6183.Smp_001070.1, 6183.Smp_023710.1, 6183.Smp_041880.1, 6183.Smp_117340.1, 6183.Smp_134960.1	
OG0000162	6183.Smp_004470.1, 6183.Smp_059480.1, 6183.Smp_062900.1, 6183.Smp_093780.1, 6183.Smp_158110.2	
OG0000163	6183.Smp_005500.1, 6183.Smp_057620.1, 6183.Smp_136920.1, 6183.Smp_139230.1, 6183.Smp_159490.1	
OG0000164	6183.Smp_005640.1, 6183.Smp_058050.1, 6183.Smp_153400.1, 6183.Smp_180200.1	10p12.1 mitochondrial poly_A_ polymerase [Homo sapiens]
OG0000165	6183.Smp_006000.1, 6183.Smp_045620.1, 6183.Smp_049520.1, 6183.Smp_174390.1, 6183.Smp_192670.1	
OG0000166	6183.Smp_006860.1, 6183.Smp_022340.1, 6183.Smp_045300.1, 6183.Smp_125480.1, 6183.Smp_166920.1	
OG0000167	6183.Smp_007550.1, 6183.Smp_173030.1, 6183.Smp_174530.1, 6183.Smp_174540.1, 6183.Smp_194090.1	
OG0000168	6183.Smp_009800.1, 6183.Smp_097940.1, 6183.Smp_166540.1, 6183.Smp_176970.1, 6183.Smp_177920.1	
OG0000169	6183.Smp_014080.1, 6183.Smp_060210.1, 6183.Smp_060220.1, 6183.Smp_060240.1, 6183.Smp_203810.1	
OG0000170	6183.Smp_014410.2, 6183.Smp_014430.1, 6183.Smp_121580.1, 6183.Smp_188810.1, 6183.Smp_194540.1	
OG0000171	6183.Smp_015630.1, 6183.Smp_096480.1, 6183.Smp_099500.1, 6183.Smp_104890.1, 6183.Smp_176730.1	
OG0000172	6183.Smp_016780.1, 6183.Smp_027920.1, 6183.Smp_090120.1, 6183.Smp_103140.1, 6183.Smp_103790.1	
OG0000173	6183.Smp_017860.1, 6183.Smp_034490.1, 6183.Smp_073410.1, 6183.Smp_164840.1	9q34.11-q34.12 proteasome subunit beta 7 [Homo sapiens]
OG0000174	6183.Smp_019460.1, 6183.Smp_132790.1, 6183.Smp_132800.1, 6183.Smp_132810.1, 6183.Smp_132830.1	
OG0000175	6183.Smp_019990.1, 6183.Smp_034400.1, 6183.Smp_060700.1, 6183.Smp_143060.1	19q13.32 adaptor related protein complex 2 sigma 1 subunit [Homo sapiens]
