Orthogroup	Total	protein_mansoni	sequence_Homo sapiens
OG0001478	2	6183.Smp_128420.1	17q21.1 cancer susceptibility candidate 3 [Homo sapiens]
OG0001480	2	6183.Smp_128740.1	4q25 SEC24 homolog B_ COPII coat complex component [Homo sapiens]
OG0001481	2	6183.Smp_128770.1	17q23.3 ubiquitin specific peptidase 32 [Homo sapiens]
OG0001482	2	6183.Smp_128790.1	9q34.1 ABL proto-oncogene 1_ non-receptor tyrosine kinase [Homo sapiens]
OG0001483	2	6183.Smp_128890.2	16p11.2 Snf2-related CREBBP activator protein [Homo sapiens]
OG0001484	2	6183.Smp_128950.1	3q25.31 TCDD-inducible poly_ADP-ribose_ polymerase [Homo sapiens]
OG0001485	2	6183.Smp_128990.1	4p16.1 biorientation of chromosomes in cell division 1-like 1 [Homo sapiens]
OG0001486	2	6183.Smp_129120.1	10q25 SHOC2 leucine-rich repeat scaffold protein [Homo sapiens]
OG0001487	2	6183.Smp_129140.2	17p13.3 methyltransferase like 16 [Homo sapiens]
OG0001492	2	6183.Smp_129320.1	6p21.1 cell division cycle 5 like [Homo sapiens]
OG0001493	2	6183.Smp_129330.1	17q24 bromodomain PHD finger transcription factor [Homo sapiens]
OG0001494	2	6183.Smp_129340.1	17p13.3 platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Homo sapiens]
OG0001497	2	6183.Smp_129470.1	3p21 dystroglycan 1 [Homo sapiens]
OG0001498	2	6183.Smp_129500.1	2p11.2 polymerase _RNA_ I polypeptide A [Homo sapiens]
OG0001503	2	6183.Smp_130340.1	1q21 phosphatidylinositol 4-kinase_ catalytic_ beta [Homo sapiens]
OG0001506	2	6183.Smp_130460.1	13q14.11 component of oligomeric golgi complex 3 [Homo sapiens]
OG0001507	2	6183.Smp_130600.1	15q24 ariadne RBR E3 ubiquitin protein ligase 1 [Homo sapiens]
OG0001508	2	6183.Smp_130630.1	20q13.33 MRG/MORF4L binding protein [Homo sapiens]
OG0001511	2	6183.Smp_130680.1	4q12 polymerase _RNA_ II _DNA directed_ polypeptide B_ 140kDa [Homo sapiens]
OG0001514	2	6183.Smp_130750.1	16q22.1 enhancer of mRNA decapping 4 [Homo sapiens]
OG0001515	2	6183.Smp_130790.2	6q23.3 HBS1 like translational GTPase [Homo sapiens]
OG0001516	2	6183.Smp_130800.1	12q13.3 PAN2 poly_A_ specific ribonuclease subunit [Homo sapiens]
OG0001517	2	6183.Smp_130840.1	2q11.2 KAT8 regulatory NSL complex subunit 3 [Homo sapiens]
OG0001518	2	6183.Smp_131030.1	6p21.1 transmembrane protein 63B [Homo sapiens]
OG0001519	2	6183.Smp_131250.1	20q11.21-q11.23 NDRG family member 3 [Homo sapiens]
OG0001521	2	6183.Smp_131390.1	6q14 pleckstrin homology domain interacting protein [Homo sapiens]
OG0001523	2	6183.Smp_131520.1	3q29 UBX domain protein 7 [Homo sapiens]
OG0001524	2	6183.Smp_131560.1	18q23 CTD phosphatase subunit 1 [Homo sapiens]
OG0001525	2	6183.Smp_131660.1	8q13.1 COP9 signalosome subunit 5 [Homo sapiens]
OG0001526	2	6183.Smp_131690.1	Xp11.4 calcium/calmodulin-dependent serine protein kinase _MAGUK family_ [Homo sapiens]
OG0001527	2	6183.Smp_131770.1	17q23 DEAD _Asp-Glu-Ala-Asp_ box helicase 42 [Homo sapiens]
OG0001528	2	6183.Smp_131870.1	9q34.1 syntaxin binding protein 1 [Homo sapiens]
OG0001529	2	6183.Smp_131900.1	17q11.2 RAB11 family interacting protein 4 _class II_ [Homo sapiens]
OG0001530	2	6183.Smp_131940.1	9q22.1-q31 patched 1 [Homo sapiens]
OG0001532	2	6183.Smp_132000.1	10q22.3 zinc finger_ SWIM-type containing 8 [Homo sapiens]
OG0001533	2	6183.Smp_132020.1	19p13.3 fizzy/cell division cycle 20 related 1 [Homo sapiens]
OG0001534	2	6183.Smp_132300.1	5q31 kinesin family member 3A [Homo sapiens]
OG0001535	2	6183.Smp_132540.1	4p15.2 slit guidance ligand 2 [Homo sapiens]
OG0001536	2	6183.Smp_132560.1	3p23 CCR4-NOT transcription complex subunit 10 [Homo sapiens]
OG0001537	2	6183.Smp_132620.2	1p36.22 mitofusin 2 [Homo sapiens]
OG0001538	2	6183.Smp_132690.1	19q13.33 RuvB-like AAA ATPase 2 [Homo sapiens]
OG0001539	2	6183.Smp_132740.1	11q12.2 fatty acid desaturase 2 [Homo sapiens]
OG0001542	2	6183.Smp_133040.1	16p12 general transcription factor IIIC subunit 1 [Homo sapiens]
OG0001543	2	6183.Smp_133110.1	1p13.3 pre-mRNA processing factor 38B [Homo sapiens]
OG0001545	2	6183.Smp_133300.1	3q23 5'-3' exoribonuclease 1 [Homo sapiens]
OG0001546	2	6183.Smp_133320.1	16q21 CCR4-NOT transcription complex subunit 1 [Homo sapiens]
OG0001547	2	6183.Smp_133350.1	10p15-p14 GTP binding protein 4 [Homo sapiens]
OG0001550	2	6183.Smp_133710.1	11p15.3 importin 7 [Homo sapiens]
OG0001552	2	6183.Smp_133990.2	3q22.1 topoisomerase _DNA_ II binding protein 1 [Homo sapiens]
OG0001553	2	6183.Smp_134050.1	3p21.3 calcium channel_ voltage-dependent_ alpha 2/delta subunit 2 [Homo sapiens]
OG0001554	2	6183.Smp_134250.1	5q33.1 N-deacetylase/N-sulfotransferase _heparan glucosaminyl_ 1 [Homo sapiens]
OG0001556	2	6183.Smp_134500.1	12q13 phosphodiesterase 1B [Homo sapiens]
OG0001558	2	6183.Smp_134560.1	15q24 CDC like kinase 3 [Homo sapiens]
OG0001559	2	6183.Smp_134570.1	20q11.23 suppressor of glucose_ autophagy associated 1 [Homo sapiens]
OG0001560	2	6183.Smp_134650.1	1p34.1 CTP synthase 1 [Homo sapiens]
OG0001561	2	6183.Smp_134670.2	20q11.23 Ral GTPase activating protein_ beta subunit _non-catalytic_ [Homo sapiens]
OG0001562	2	6183.Smp_134690.1	10q26.11 empty spiracles homeobox 2 [Homo sapiens]
OG0001563	2	6183.Smp_134850.1	10q25 structural maintenance of chromosomes 3 [Homo sapiens]
OG0001564	2	6183.Smp_135080.1	5q13 microtubule associated protein 1B [Homo sapiens]
OG0001565	2	6183.Smp_135110.1	15q24 AT-rich interaction domain 3B [Homo sapiens]
OG0001567	2	6183.Smp_135160.1	12q22-q23 dual specificity phosphatase 6 [Homo sapiens]
OG0001569	2	6183.Smp_135280.1	20q13.13 ADP ribosylation factor guanine nucleotide exchange factor 2 [Homo sapiens]
OG0001570	2	6183.Smp_135500.1	11q13.1-q14.1 phosphodiesterase 2A [Homo sapiens]
OG0001575	2	6183.Smp_136260.2	2p13 glutamine--fructose-6-phosphate transaminase 1 [Homo sapiens]
OG0001576	2	6183.Smp_136290.1	22q13.1 eukaryotic translation initiation factor 3 subunit D [Homo sapiens]
OG0001577	2	6183.Smp_136300.1	20q12-q13 SRC proto-oncogene_ non-receptor tyrosine kinase [Homo sapiens]
OG0001578	2	6183.Smp_136330.1	11q13.3 protein tyrosine phosphatase_ receptor type_ f polypeptide _PTPRF__ interacting protein _liprin__ alpha 1 [Homo sapiens]
OG0001579	2	6183.Smp_136490.1	9q34.11 mitogen-activated protein kinase associated protein 1 [Homo sapiens]
OG0001580	2	6183.Smp_136710.1	12q24.11 ATPase_ Ca++ transporting_ cardiac muscle_ slow twitch 2 [Homo sapiens]
OG0001581	2	6183.Smp_136750.1	17q23.1 ribosomal protein S6 kinase_ 70kDa_ polypeptide 1 [Homo sapiens]
OG0001583	2	6183.Smp_136970.1	Xp11.22-p11.21 structural maintenance of chromosomes 1A [Homo sapiens]
OG0001585	2	6183.Smp_137170.1	12q21.33 ATPase_ Ca++ transporting_ plasma membrane 1 [Homo sapiens]
OG0001586	2	6183.Smp_137380.1	1p34.3 Smad nuclear interacting protein 1 [Homo sapiens]
OG0001587	2	6183.Smp_137430.1	16q22 splicing factor 3b subunit 3 [Homo sapiens]
OG0001588	2	6183.Smp_137540.1	Xq26.1 apoptosis inducing factor_ mitochondria associated 1 [Homo sapiens]
OG0001589	2	6183.Smp_137590.1	Xp11.23 FtsJ RNA methyltransferase homolog 1 _E. coli_ [Homo sapiens]
OG0001590	2	6183.Smp_137610.1	8q24.3 protein tyrosine kinase 2 [Homo sapiens]
OG0001591	2	6183.Smp_137650.1	12q14.1 exportin_ tRNA [Homo sapiens]
OG0001592	2	6183.Smp_137800.1	17q11.2 ATPase family_ AAA domain containing 5 [Homo sapiens]
OG0001594	2	6183.Smp_138110.1	2q31.1 distal-less homeobox 1 [Homo sapiens]
OG0001595	2	6183.Smp_138150.1	8p22 DLC1 Rho GTPase activating protein [Homo sapiens]
OG0001597	2	6183.Smp_138350.1	9p22.2 basonuclin 2 [Homo sapiens]
OG0001598	2	6183.Smp_138400.1	7q36 PAX interacting _with transcription-activation domain_ protein 1 [Homo sapiens]
OG0001599	2	6183.Smp_138450.1	2q31.1 ubiquitin protein ligase E3 component n-recognin 3 _putative_ [Homo sapiens]
OG0001600	2	6183.Smp_138590.1	5q13.3-q14 3-hydroxy-3-methylglutaryl-CoA reductase [Homo sapiens]
OG0001601	2	6183.Smp_138640.1	10q21 sirtuin 1 [Homo sapiens]
OG0001602	2	6183.Smp_138880.1	22q12-q13 RNA binding protein_ fox-1 homolog _C. elegans_ 2 [Homo sapiens]
OG0001603	2	6183.Smp_138910.1	17q25.1 CASK interacting protein 2 [Homo sapiens]
OG0001604	2	6183.Smp_138920.1	17q25.3 G protein pathway suppressor 1 [Homo sapiens]
OG0001605	2	6183.Smp_139190.1	5q21-q22 adenomatous polyposis coli [Homo sapiens]
OG0001607	2	6183.Smp_139480.1	7q22 EPH receptor B4 [Homo sapiens]
OG0001611	2	6183.Smp_140520.2	17q23.3 tetratricopeptide repeat_ ankyrin repeat and coiled-coil containing 2 [Homo sapiens]
OG0001612	2	6183.Smp_140690.1	2q13 polymerase _RNA_ I polypeptide B [Homo sapiens]
OG0001613	2	6183.Smp_140700.1	17q11.2 nemo-like kinase [Homo sapiens]
OG0001614	2	6183.Smp_140770.1	Xp22 protein phosphatase_ EF-hand calcium binding domain 1 [Homo sapiens]
OG0001615	2	6183.Smp_140890.1	17p13.3 pre-mRNA processing factor 8 [Homo sapiens]
OG0001617	2	6183.Smp_141000.1	1q21.3 interleukin enhancer binding factor 2 [Homo sapiens]
OG0001619	2	6183.Smp_141070.1	12q13.13 glutamate receptor interacting protein 1 [Homo sapiens]
OG0001620	2	6183.Smp_141080.1	3q27 DnaJ heat shock protein family _Hsp40_ member B11 [Homo sapiens]
OG0001621	2	6183.Smp_141140.1	12q24.31 arginine/serine-rich coiled-coil 2 [Homo sapiens]
OG0001624	2	6183.Smp_141330.1	15q26.3 small nuclear ribonucleoprotein polypeptide A' [Homo sapiens]
OG0001626	2	6183.Smp_141580.1	17q23 tousled like kinase 2 [Homo sapiens]
OG0001628	2	6183.Smp_141630.1	2q33.1 splicing factor 3b subunit 1 [Homo sapiens]
OG0001629	2	6183.Smp_141660.1	17q21-q22 calcium channel_ voltage-dependent_ beta 1 subunit [Homo sapiens]
OG0001630	2	6183.Smp_141770.1	Xp21.3 glycerol kinase [Homo sapiens]
OG0001631	2	6183.Smp_141860.1	4p12 FRY like transcription coactivator [Homo sapiens]
OG0001633	2	6183.Smp_142170.1	8p11.2 ash2 _absent_ small_ or homeotic_-like _Drosophila_ [Homo sapiens]
OG0001634	2	6183.Smp_142210.1	15q15.1 VPS18_ CORVET/HOPS core subunit [Homo sapiens]
OG0001636	2	6183.Smp_142380.1	11q13.5 EMSY_ BRCA2-interacting transcriptional repressor [Homo sapiens]
OG0001637	2	6183.Smp_142510.2	5q11.2 drosha_ ribonuclease type III [Homo sapiens]
OG0001639	2	6183.Smp_142620.1	9p21-p12 natriuretic peptide receptor 2 [Homo sapiens]
OG0001640	2	6183.Smp_142630.1	9p23-p21 talin 1 [Homo sapiens]
OG0001641	2	6183.Smp_142670.1	11q23.3 intraflagellar transport 46 [Homo sapiens]
OG0001642	2	6183.Smp_142710.1	16p12.3 SMG1 phosphatidylinositol 3-kinase-related kinase [Homo sapiens]
OG0001643	2	6183.Smp_142770.1	5q13.1 transportin 1 [Homo sapiens]
OG0001644	2	6183.Smp_142780.1	1q32 retinoblastoma binding protein 5 [Homo sapiens]
OG0001645	2	6183.Smp_142910.1	1q23.2 coatomer protein complex subunit alpha [Homo sapiens]
OG0001648	2	6183.Smp_143030.1	11q22.3 cullin 5 [Homo sapiens]
OG0001649	2	6183.Smp_143150.1	19p13.3 eukaryotic translation elongation factor 2 [Homo sapiens]
OG0001651	2	6183.Smp_143370.1	12q15-q21 protein phosphatase 1 regulatory subunit 12A [Homo sapiens]
OG0001653	2	6183.Smp_143470.2	2p16.2 spectrin_ beta_ non-erythrocytic 1 [Homo sapiens]
OG0001654	2	6183.Smp_143650.1	6q15 midasin AAA ATPase 1 [Homo sapiens]
OG0001655	2	6183.Smp_143680.1	20q13.2-q13.3 laminin subunit alpha 5 [Homo sapiens]
OG0001659	2	6183.Smp_144090.2	1q25 cell division cycle 73 [Homo sapiens]
OG0001660	2	6183.Smp_144520.1	17q12 mediator complex subunit 1 [Homo sapiens]
OG0001664	2	6183.Smp_144810.1	15q23 protein tyrosine phosphatase_ non-receptor type 9 [Homo sapiens]
OG0001665	2	6183.Smp_144840.1	9q22.33 endoplasmic reticulum protein 44 [Homo sapiens]
OG0001668	2	6183.Smp_144970.1	Xq21.1 ATPase_ Cu++ transporting_ alpha polypeptide [Homo sapiens]
OG0001670	2	6183.Smp_145350.1	7q32 ubiquitin conjugating enzyme E2H [Homo sapiens]
OG0001671	2	6183.Smp_145600.1	16q12.1 PAP associated domain containing 5 [Homo sapiens]
OG0001675	2	6183.Smp_145930.1	14q11-q12 matrix metallopeptidase 14 [Homo sapiens]
OG0001676	2	6183.Smp_145970.1	4p15.2 recombination signal binding protein for immunoglobulin kappa J region [Homo sapiens]
OG0001677	2	6183.Smp_146060.1	14q13.2 Ral GTPase activating protein_ alpha subunit 1 _catalytic_ [Homo sapiens]
OG0001679	2	6183.Smp_146640.1	22q12.3 like-glycosyltransferase [Homo sapiens]
OG0001680	2	6183.Smp_146800.1	2p22.3 atlastin GTPase 2 [Homo sapiens]
OG0001682	2	6183.Smp_146900.1	1p36.23 DnaJ heat shock protein family _Hsp40_ member C11 [Homo sapiens]
OG0001683	2	6183.Smp_146910.1	11q13.2 carnitine palmitoyltransferase 1A _liver_ [Homo sapiens]
OG0001684	2	6183.Smp_147040.1	2q32-q34 glutaminase [Homo sapiens]
OG0001685	2	6183.Smp_147050.1	3q13.31 ATPase_ H+ transporting_ lysosomal 70kDa_ V1 subunit A [Homo sapiens]
OG0001686	2	6183.Smp_147150.1	14q11.2 heterogeneous nuclear ribonucleoprotein C _C1/C2_ [Homo sapiens]
OG0001687	2	6183.Smp_147360.1	11p13 cleavage stimulation factor_ 3' pre-RNA_ subunit 3 [Homo sapiens]
OG0001689	2	6183.Smp_147850.1	6p21.3 guanine nucleotide binding protein-like 1 [Homo sapiens]
OG0001693	2	6183.Smp_148070.1	14q22.3 exocyst complex component 5 [Homo sapiens]
OG0001694	2	6183.Smp_148150.1	8q24.11 RAD21 cohesin complex component [Homo sapiens]
OG0001695	2	6183.Smp_148250.1	14q32.13 unc-79 homolog _C. elegans_ [Homo sapiens]
OG0001696	2	6183.Smp_148420.1	2p16.3 coiled-coil domain containing 88A [Homo sapiens]
OG0001697	2	6183.Smp_148460.1	17q11.2 neurofibromin 1 [Homo sapiens]
OG0001699	2	6183.Smp_148650.1	11q13.1 autophagy related 2A [Homo sapiens]
OG0001700	2	6183.Smp_148760.1	17q23.2 integrator complex subunit 2 [Homo sapiens]
OG0001701	2	6183.Smp_148930.1	11q12 structure specific recognition protein 1 [Homo sapiens]
OG0001702	2	6183.Smp_148940.1	7p21.1 sorting nexin 13 [Homo sapiens]
OG0001703	2	6183.Smp_148980.1	10q24.32 suppressor of fused homolog _Drosophila_ [Homo sapiens]
OG0001706	2	6183.Smp_149070.1	9p12 nucleolar protein 6 [Homo sapiens]
OG0001707	2	6183.Smp_149120.1	2q33 origin recognition complex subunit 2 [Homo sapiens]
OG0001708	2	6183.Smp_149260.1	10q24.1 kinesin family member 11 [Homo sapiens]
OG0001710	2	6183.Smp_149300.1	12q24.33 splicing factor_ suppressor of white-apricot family [Homo sapiens]
OG0001711	2	6183.Smp_149460.1	9q22 spleen tyrosine kinase [Homo sapiens]
OG0001712	2	6183.Smp_149900.1	2p13.2 chaperonin containing TCP1_ subunit 7 _eta_ [Homo sapiens]
OG0001713	2	6183.Smp_150080.1	15q22 transducin like enhancer of split 3 [Homo sapiens]
OG0001715	2	6183.Smp_150360.1	8q22 ubiquitin protein ligase E3 component n-recognin 5 [Homo sapiens]
OG0001716	2	6183.Smp_150560.1	1p36.12 lysine _K_-specific demethylase 1A [Homo sapiens]
OG0001719	2	6183.Smp_150690.1	12q13.2 proliferation-associated 2G4 [Homo sapiens]
OG0001720	2	6183.Smp_150770.1	11q13 teneurin transmembrane protein 4 [Homo sapiens]
OG0001721	2	6183.Smp_150850.2	1q21 SET domain_ bifurcated 1 [Homo sapiens]
OG0001722	2	6183.Smp_150960.1	19p13.11 MAU2_ sister chromatid cohesion factor [Homo sapiens]
OG0001723	2	6183.Smp_150980.1	15q11.2 cytoplasmic FMR1 interacting protein 1 [Homo sapiens]
OG0001724	2	6183.Smp_151050.1	17q21.33 speckle type POZ protein [Homo sapiens]
OG0001725	2	6183.Smp_151070.1	19q13.2 SPT5 homolog_ DSIF elongation factor subunit [Homo sapiens]
OG0001727	2	6183.Smp_151180.1	3p21.2 WD repeat domain 82 [Homo sapiens]
OG0001729	2	6183.Smp_151860.1	3p26.1 inositol 1_4_5-trisphosphate receptor_ type 1 [Homo sapiens]
OG0001733	2	6183.Smp_152200.1	3p21 cell division cycle 25A [Homo sapiens]
OG0001734	2	6183.Smp_152330.1	19p13.1 protein kinase_ cAMP-dependent_ alpha catalytic subunit [Homo sapiens]
OG0001735	2	6183.Smp_152400.1	9q34.3 anaphase promoting complex subunit 2 [Homo sapiens]
OG0001736	2	6183.Smp_152440.1	Xq26.3 HIV-1 Tat specific factor 1 [Homo sapiens]
OG0001737	2	6183.Smp_152520.1	18q12 CXXC finger protein 1 [Homo sapiens]
OG0001738	2	6183.Smp_152570.1	10q23.31 WAPL cohesin release factor [Homo sapiens]
OG0001739	2	6183.Smp_152620.1	8p11.21 hook microtubule-tethering protein 3 [Homo sapiens]
OG0001740	2	6183.Smp_152650.1	3p21.31 SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily c_ member 1 [Homo sapiens]
OG0001743	2	6183.Smp_152800.1	6p21.1 exportin 5 [Homo sapiens]
OG0001744	2	6183.Smp_152830.1	2p22.1 solute carrier family 8 _sodium/calcium exchanger__ member 1 [Homo sapiens]
OG0001745	2	6183.Smp_152840.1	3q25.2 DEAH _Asp-Glu-Ala-His_ box polypeptide 36 [Homo sapiens]
OG0001746	2	6183.Smp_153250.1	Xp11.4 mediator complex subunit 14 [Homo sapiens]
OG0001747	2	6183.Smp_153480.1	5q23.3 solute carrier family 12 _sodium/potassium/chloride transporter__ member 2 [Homo sapiens]
OG0001749	2	6183.Smp_153720.1	8q22.1 KIAA1429 [Homo sapiens]
OG0001750	2	6183.Smp_153790.1	15q22 ribosomal protein L4 [Homo sapiens]
OG0001751	2	6183.Smp_153820.1	Xq21.1 alpha thalassemia/mental retardation syndrome X-linked [Homo sapiens]
OG0001752	2	6183.Smp_153840.1	13q13 neurobeachin [Homo sapiens]
OG0001756	2	6183.Smp_153950.1	15q21 ribosomal L24 domain containing 1 [Homo sapiens]
OG0001757	2	6183.Smp_153960.1	14q24.3 presenilin 1 [Homo sapiens]
OG0001758	2	6183.Smp_154230.2	Xq13.1-q13.3 immunoglobulin _CD79A_ binding protein 1 [Homo sapiens]
OG0001759	2	6183.Smp_154400.1	6q24.3 syntaxin binding protein 5 _tomosyn_ [Homo sapiens]
OG0001760	2	6183.Smp_154420.1	17q23.1 clathrin_ heavy chain _Hc_ [Homo sapiens]
OG0001761	2	6183.Smp_154520.1	12p11.21 family with sequence similarity 60 member A [Homo sapiens]
OG0001762	2	6183.Smp_154640.1	17q21.2 SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily e_ member 1 [Homo sapiens]
OG0001764	2	6183.Smp_154870.1	16p11.2 SH2B adaptor protein 1 [Homo sapiens]
OG0001765	2	6183.Smp_154930.1	11q14 polymerase _DNA-directed__ delta 3_ accessory subunit [Homo sapiens]
OG0001770	2	6183.Smp_156160.1	18q21.31 WD repeat domain 7 [Homo sapiens]
OG0001771	2	6183.Smp_156170.1	1p36.1-p35 AT-rich interaction domain 1A [Homo sapiens]
OG0001772	2	6183.Smp_156350.1	11p11.2 autophagy/beclin-1 regulator 1 [Homo sapiens]
OG0001773	2	6183.Smp_156450.2	10p14-p13 UPF2 regulator of nonsense transcripts homolog _yeast_ [Homo sapiens]
OG0001775	2	6183.Smp_156670.1	17p13.1 polymerase _RNA_ II _DNA directed_ polypeptide A_ 220kDa [Homo sapiens]
OG0001776	2	6183.Smp_156780.1	5p13.2 BRX1_ biogenesis of ribosomes [Homo sapiens]
OG0001778	2	6183.Smp_156880.1	10q22 SEC24 homolog C_ COPII coat complex component [Homo sapiens]
OG0001779	2	6183.Smp_156990.1	13q12 cyclin-dependent kinase 8 [Homo sapiens]
OG0001780	2	6183.Smp_157080.1	9q31 UDP-glucose ceramide glucosyltransferase [Homo sapiens]
OG0001782	2	6183.Smp_157360.1	11q13 synoviolin 1 [Homo sapiens]
OG0001783	2	6183.Smp_157410.1	14q32.31 dynein_ cytoplasmic 1_ heavy chain 1 [Homo sapiens]
OG0001784	2	6183.Smp_157510.1	17q21.31 DEAH _Asp-Glu-Ala-His_ box polypeptide 8 [Homo sapiens]
OG0001786	2	6183.Smp_157800.1	10q21 DEAD _Asp-Glu-Ala-Asp_ box helicase 21 [Homo sapiens]
OG0001788	2	6183.Smp_157940.1	1p35.3 protein phosphatase 1 regulatory subunit 8 [Homo sapiens]
OG0001789	2	6183.Smp_158050.1	19p13.3 SWI/SNF related_ matrix associated_ actin dependent regulator of chromatin_ subfamily a_ member 4 [Homo sapiens]
OG0001791	2	6183.Smp_158460.1	16q23.1 breast cancer anti-estrogen resistance 1 [Homo sapiens]
OG0001793	2	6183.Smp_158600.1	3p24.1 STT3B_ subunit of the oligosaccharyltransferase complex _catalytic_ [Homo sapiens]
OG0001794	2	6183.Smp_158610.2	10q22-q23 B-TFIID TATA-box binding protein associated factor 1 [Homo sapiens]
OG0001795	2	6183.Smp_158680.1	14q23.3 gephyrin [Homo sapiens]
OG0001796	2	6183.Smp_159000.1	17q25.3 regulatory associated protein of MTOR_ complex 1 [Homo sapiens]
OG0001797	2	6183.Smp_159110.1	4q32.2 nuclear assembly factor 1 ribonucleoprotein [Homo sapiens]
OG0001799	2	6183.Smp_159370.1	1p36.1 endothelin converting enzyme 1 [Homo sapiens]
OG0001800	2	6183.Smp_159440.1	3q25.32-q25.33 schwannomin interacting protein 1 [Homo sapiens]
OG0001801	2	6183.Smp_159540.1	2p22.3 baculoviral IAP repeat containing 6 [Homo sapiens]
OG0001802	2	6183.Smp_159690.1	17q25 nucleoporin 85kDa [Homo sapiens]
OG0001803	2	6183.Smp_159700.1	5q32 potassium channel tetramerization domain containing 16 [Homo sapiens]
OG0001804	2	6183.Smp_159750.1	2p15-p14 VPS54 GARP complex subunit [Homo sapiens]
OG0001806	2	6183.Smp_159990.1	12p13.3 calcium channel_ voltage-dependent_ L type_ alpha 1C subunit [Homo sapiens]
OG0001808	2	6183.Smp_160030.1	12q24.31 strawberry notch homolog 1 _Drosophila_ [Homo sapiens]
OG0001809	2	6183.Smp_160140.1	20q13.33 death inducer-obliterator 1 [Homo sapiens]
OG0001810	2	6183.Smp_160240.1	15q26.1 furin _paired basic amino acid cleaving enzyme_ [Homo sapiens]
OG0001811	2	6183.Smp_160460.1	6p21.1-p12.1 transcriptional regulating factor 1 [Homo sapiens]
OG0001812	2	6183.Smp_160760.1	1p22 protein kinase N2 [Homo sapiens]
OG0001813	2	6183.Smp_160770.1	3p25 actin related protein 2/3 complex subunit 4 [Homo sapiens]
OG0001815	2	6183.Smp_160850.1	1q25 translocated promoter region_ nuclear basket protein [Homo sapiens]
OG0001816	2	6183.Smp_161110.1	18q12 formin homology 2 domain containing 3 [Homo sapiens]
OG0001817	2	6183.Smp_161140.1	7q36.1 potassium channel_ voltage gated eag related subfamily H_ member 2 [Homo sapiens]
OG0001818	2	6183.Smp_161170.1	15q14 RTF1 homolog_ Paf1/RNA polymerase II complex component [Homo sapiens]
OG0001819	2	6183.Smp_161290.1	Xq28 family with sequence similarity 50 member A [Homo sapiens]
OG0001820	2	6183.Smp_161400.1	5q31 lysine _K_-specific demethylase 3B [Homo sapiens]
OG0001821	2	6183.Smp_161450.1	5q22.3 potassium channel_ calcium activated intermediate/small conductance subfamily N alpha_ member 2 [Homo sapiens]
OG0001822	2	6183.Smp_161730.1	3q23 U2 snRNP-associated SURP domain containing [Homo sapiens]
OG0001823	2	6183.Smp_161750.1	10p15.1 RNA binding motif protein 17 [Homo sapiens]
OG0001824	2	6183.Smp_162000.1	1p36.13 ubiquitin protein ligase E3 component n-recognin 4 [Homo sapiens]
OG0001825	2	6183.Smp_162260.1	11q14 phosphatidylinositol binding clathrin assembly protein [Homo sapiens]
OG0001827	2	6183.Smp_162430.1	11q12-q13 nuclear RNA export factor 1 [Homo sapiens]
OG0001828	2	6183.Smp_162600.1	1q43 HEAT repeat containing 1 [Homo sapiens]
OG0001829	2	6183.Smp_162630.1	Xp11.23 ubiquitin-like modifier activating enzyme 1 [Homo sapiens]
OG0001830	2	6183.Smp_162760.1	1q41 prospero homeobox 1 [Homo sapiens]
OG0001831	2	6183.Smp_162970.1	5p14-p15.1 trio Rho guanine nucleotide exchange factor [Homo sapiens]
OG0001832	2	6183.Smp_163040.1	7q31.32 nucleoporin 205kDa [Homo sapiens]
OG0001833	2	6183.Smp_163110.1	2p24 DEAD _Asp-Glu-Ala-Asp_ box helicase 1 [Homo sapiens]
OG0001834	2	6183.Smp_163260.1	12p12.3 WW domain binding protein 11 [Homo sapiens]
OG0001835	2	6183.Smp_163420.1	2q11.2-q12 mitogen-activated protein kinase kinase kinase kinase 4 [Homo sapiens]
OG0001836	2	6183.Smp_163560.1	19q13.3 symplekin [Homo sapiens]
OG0001837	2	6183.Smp_163570.1	1q43 ryanodine receptor 2 _cardiac_ [Homo sapiens]
OG0001838	2	6183.Smp_163620.1	15q15.1 INO80 complex subunit [Homo sapiens]
OG0001839	2	6183.Smp_163760.1	11q13 menin 1 [Homo sapiens]
OG0001840	2	6183.Smp_163780.1	1q42.13 WD repeat domain 26 [Homo sapiens]
OG0001841	2	6183.Smp_163810.1	1q31 laminin subunit gamma 1 [Homo sapiens]
OG0001846	2	6183.Smp_164250.1	21q22.3 pyridoxal _pyridoxine_ vitamin B6_ kinase [Homo sapiens]
OG0001847	2	6183.Smp_164410.1	1p34.1 importin 13 [Homo sapiens]
OG0001849	2	6183.Smp_164540.1	19p13.11 ATPase type 13A1 [Homo sapiens]
OG0001850	2	6183.Smp_164630.1	11p15.1 neuron navigator 2 [Homo sapiens]
OG0001852	2	6183.Smp_164770.1	6q21 autophagy related 5 [Homo sapiens]
OG0001853	2	6183.Smp_164800.1	17p11.2 COP9 signalosome subunit 3 [Homo sapiens]
OG0001854	2	6183.Smp_164830.1	5p15.2 membrane associated ring-CH-type finger 6 [Homo sapiens]
OG0001855	2	6183.Smp_165000.1	19p13.3 DOT1-like histone H3K79 methyltransferase [Homo sapiens]
