Orthogroup	Total	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0001124	2	6183.Smp_092280.1	NC_001147 Alpha 7 subunit of the 20S proteasome [Saccharomyces cerevisiae]
OG0001125	2	6183.Smp_092770.1	NC_001146 Gamma subunit of coatomer_ a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo [Saccharomyces cerevisiae]
OG0001127	2	6183.Smp_093320.1	NC_001140 Constituent of small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs_ which are required for pseudouridylation and processing of pre-18S rRNA [Saccharomyces cerevisiae]
OG0001128	2	6183.Smp_093440.1	NC_001142 Protein component of the small _40S_ ribosomal subunit_ the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins [Saccharomyces cerevisiae]
OG0001130	2	6183.Smp_093750.2	NC_001142 Alpha subunit of the translation initiation factor eIF2_ involved in the identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP [Saccharomyces cerevisiae]
OG0001132	2	6183.Smp_093850.1	NC_001146 Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit _SSU_ processome [Saccharomyces cerevisiae]
OG0001135	2	6183.Smp_094050.2	NC_001140 Larger subunit of the mitochondrial processing protease _MPP__ essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins [Saccharomyces cerevisiae]
OG0001136	2	6183.Smp_094060.1	NC_001144 Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase_ forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe_ which could contribute to translational quality control [Saccharomyces cerevisiae]
OG0001139	2	6183.Smp_095130.1	NC_001136 Porphobilinogen deaminase_ catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane_ the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p_ but not by levels of heme [Saccharomyces cerevisiae]
OG0001140	2	6183.Smp_095150.1	NC_001137 Gamma subunit of the translation initiation factor eIF2_ involved in the identification of the start codon; binds GTP when forming the ternary complex with GTP and tRNAi-Met [Saccharomyces cerevisiae]
OG0001142	2	6183.Smp_095680.1	NC_001136 Component of U4/U6.U5 snRNP involved in mRNA splicing via spliceosome [Saccharomyces cerevisiae]
OG0001143	2	6183.Smp_095910.1	NC_001136 Signal recognition particle _SRP_ receptor - alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with Srp102p [Saccharomyces cerevisiae]
OG0001144	2	6183.Smp_095920.1	NC_001144 ATP-dependent RNA helicase of the DEAD-box family involved in biogenesis of the 60S ribosomal subunit [Saccharomyces cerevisiae]
OG0001146	2	6183.Smp_096360.1	NC_001142 Subunit of heteropentameric Replication factor C _RF-C__ which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen _PCNA_ processivity factor for DNA polymerases delta and epsilon [Saccharomyces cerevisiae]
OG0001147	2	6183.Smp_096750.1	NC_001136 Protein component of the small _40S_ ribosomal subunit; has similarity to E. coli S15 and rat S13 ribosomal proteins [Saccharomyces cerevisiae]
OG0001148	2	6183.Smp_096760.1	NC_001143 Tetrameric phosphoglycerate mutase_ mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis [Saccharomyces cerevisiae]
OG0001149	2	6183.Smp_096810.1	NC_001145 Protein required for assembly of U2 snRNP into the spliceosome_ forms a complex with Hsh49p and Hsh155p [Saccharomyces cerevisiae]
OG0001154	2	6183.Smp_097380.1	NC_001147 Mitochondrial matrix co-chaperonin that inhibits the ATPase activity of Hsp60p_ a mitochondrial chaperonin; involved in protein folding and sorting in the mitochondria; 10 kD heat shock protein with similarity to E. coli groES [Saccharomyces cerevisiae]
OG0001156	2	6183.Smp_097590.1	NC_001139 Mitochondrial and cytoplasmic valyl-tRNA synthetase [Saccharomyces cerevisiae]
OG0001158	2	6183.Smp_097730.1	NC_001145 Transcription factor involved in cell-type-specific transcription and pheromone response; plays a central role in the formation of both repressor and activator complexes [Saccharomyces cerevisiae]
OG0001161	2	6183.Smp_098330.1	NC_001136 Nuclear protein related to mammalian high mobility group _HMG_ proteins_ essential for function of H/ACA-type snoRNPs_ which are involved in 18S rRNA processing [Saccharomyces cerevisiae]
OG0001162	2	6183.Smp_098950.1	NC_001137 TATA-binding protein_ general transcription factor that interacts with other factors to form the preinitiation complex at promoters_ essential for viability [Saccharomyces cerevisiae]
OG0001163	2	6183.Smp_098980.1	NC_001139 Highly conserved nuclear protein required for actin cytoskeleton organization and passage through Start_ plays a critical role in G1 events_ binds Nap1p_ also involved in 60S ribosome biogenesis [Saccharomyces cerevisiae]
OG0001164	2	6183.Smp_099170.1	NC_001141 RNA polymerase II third largest subunit B44_ part of central core; similar to prokaryotic alpha subunit [Saccharomyces cerevisiae]
OG0001166	2	6183.Smp_099310.1	NC_001148 GTPase-activating protein; component of the Sec23p-Sec24p heterodimeric complex of the COPII vesicle coat_ involved in ER to Golgi transport and autophagy; stimulates the GDP-bound form of Sar1p [Saccharomyces cerevisiae]
OG0001169	2	6183.Smp_100030.1	NC_001148 Essential conserved nucleolar GTP-binding protein required for synthesis of 40S ribosomal subunits and for processing of the 35S pre-rRNA at sites A0_ A1_ and A2; interacts with Rcl1p_ has similarity to Tsr1p [Saccharomyces cerevisiae]
OG0001170	2	6183.Smp_100380.1	NC_001142 Subunit of the GINS complex _Sld5p_ Psf1p_ Psf2p_ Psf3p__ which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery [Saccharomyces cerevisiae]
OG0001172	2	6183.Smp_101240.1	NC_001138 Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase_ forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence_ but substrate binding is similar [Saccharomyces cerevisiae]
OG0001173	2	6183.Smp_101290.2	NC_001136 Essential component of the Arp2/3 complex_ which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity [Saccharomyces cerevisiae]
OG0001174	2	6183.Smp_101450.1	NC_001146 Nucleolar protein with similarity to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs [Saccharomyces cerevisiae]
OG0001177	2	6183.Smp_102450.1	NC_001147 Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; similar to RNA terminal phosphate cyclase-like proteins but RNA cyclase activity not detected [Saccharomyces cerevisiae]
OG0001179	2	6183.Smp_102820.1	NC_001140 Component of the SSU processome_ which is required for pre-18S rRNA processing_ essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA [Saccharomyces cerevisiae]
OG0001180	2	6183.Smp_103100.1	NC_001138 Component of the nuclear pore complex_ required for nuclear pore formation; forms a subcomplex with Nsp1p_ Nup57p_ and Nup49p [Saccharomyces cerevisiae]
OG0001182	2	6183.Smp_103460.1	NC_001148 Beta subunit of the translation initiation factor eIF2_ involved in the identification of the start codon; proposed to be involved in mRNA binding [Saccharomyces cerevisiae]
OG0001183	2	6183.Smp_103710.1	NC_001136 SUMO-conjugating enzyme involved in the Smt3p conjugation pathway; nuclear protein required for S- and M-phase cyclin degradation and mitotic control; involved in proteolysis mediated by the anaphase-promoting complex cyclosome _APCC_ [Saccharomyces cerevisiae]
OG0001184	2	6183.Smp_103790.1	NC_001145 Alpha-tubulin; associates with beta-tubulin _Tub2p_ to form tubulin dimer_ which polymerizes to form microtubules [Saccharomyces cerevisiae]
OG0001187	2	6183.Smp_104470.1	NC_001136 Lysyl-tRNA synthetase [Saccharomyces cerevisiae]
OG0001188	2	6183.Smp_104660.1	NC_001137 RNA binding protein_ part of U3 snoRNP involved in rRNA processing_ part of U4/U6-U5 tri-snRNP involved in mRNA splicing_ similar to human 15.5K protein [Saccharomyces cerevisiae]
OG0001189	2	6183.Smp_104870.1	NC_001148 Splicing factor that is found in the Cef1p subcomplex of the spliceosome [Saccharomyces cerevisiae]
OG0001190	2	6183.Smp_104960.1	NC_001136 Essential t-SNARE that forms a complex with Tlg2p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds the docking complex VFT _Vps fifty-three_ through interaction with Vps51p [Saccharomyces cerevisiae]
OG0001193	2	6183.Smp_105680.1	NC_001142 Alpha subunit of the oligosaccharyltransferase complex of the ER lumen_ which catalyzes asparagine-linked glycosylation of newly synthesized proteins [Saccharomyces cerevisiae]
OG0001194	2	6183.Smp_105860.1	NC_001133 Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene [Saccharomyces cerevisiae]
OG0001195	2	6183.Smp_105930.1	NC_001145 RNA binding protein with preference for single stranded tracts of U's involved in synthesis of both 18S and 5.8S rRNAs; component of both the ribosomal small subunit _SSU_ processosome and the 90S preribosome [Saccharomyces cerevisiae]
OG0001196	2	6183.Smp_106050.1	NC_001148 17-kDa component of the U4/U6aU5 tri-snRNP_ plays an essential role in pre-mRNA splicing_ orthologue of hDIM1_ the human U5-specific 15-kDa protein [Saccharomyces cerevisiae]
OG0001206	2	6183.Smp_115060.1	NC_001135 Essential nucleolar protein required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit [Saccharomyces cerevisiae]
OG0001208	2	6183.Smp_119310.1	NC_001139 One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; bound by ubiquitin-protein ligases Ubr1p and Ufd4p; localized mainly to the nucleus throughout the cell cycle [Saccharomyces cerevisiae]
OG0001209	2	6183.Smp_119980.1	NC_001148 Essential subunit of Sec63 complex _Sec63p_ Sec62p_ Sec66p and Sec72p_; with Sec61 complex_ Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER [Saccharomyces cerevisiae]
OG0001210	2	6183.Smp_120350.1	NC_001137 Nucleolar protein_ component of the small subunit _SSU_ processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA [Saccharomyces cerevisiae]
OG0001211	2	6183.Smp_120360.1	NC_001142 Dead-box family ATP dependent helicase required for mRNA export from the nucleus; co-factor of the exosome complex_ required for 3' end formation of 5.8S rRNA [Saccharomyces cerevisiae]
OG0001212	2	6183.Smp_120740.1	NC_001134 Component of the small-subunit _SSU_ processome_ which is involved in the biogenesis of the 18S rRNA [Saccharomyces cerevisiae]
OG0001213	2	6183.Smp_121420.1	NC_001144 N-myristoyl transferase_ catalyzes the cotranslational_ covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction [Saccharomyces cerevisiae]
OG0001214	2	6183.Smp_121430.2	NC_001137 Beta 3 subunit of the 20S proteasome involved in ubiquitin-dependent catabolism; human homolog is subunit C10 [Saccharomyces cerevisiae]
OG0001215	2	6183.Smp_121640.1	NC_001139 TFIIF _Transcription Factor II_ middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30 [Saccharomyces cerevisiae]
OG0001216	2	6183.Smp_121800.1	NC_001133 Subunit of heterotrimeric Replication Protein A _RPA__ which is a highly conserved single-stranded DNA binding protein involved in DNA replication_ repair_ and recombination [Saccharomyces cerevisiae]
OG0001217	2	6183.Smp_121810.1	NC_001141 Protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing_ forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p [Saccharomyces cerevisiae]
OG0001220	2	6183.Smp_122840.1	NC_001148 Translation initiation factor eIF-5; N-terminal domain functions as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP; C-terminal domain is the core of ribosomal preinitiation complex formation [Saccharomyces cerevisiae]
OG0001223	2	6183.Smp_123710.1	NC_001146 Acetyl-CoA carboxylase_ biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chain fatty acids [Saccharomyces cerevisiae]
OG0001224	2	6183.Smp_124120.1	NC_001148 Second largest subunit of DNA polymerase II _DNA polymerase epsilon__ required for normal yeast chromosomal replication; expression peaks at the G1/S phase boundary; potential Cdc28p substrate [Saccharomyces cerevisiae]
OG0001226	2	6183.Smp_124430.1	NC_001136 Essential beta-coat protein of the COPI coatomer_ involved in ER-to-Golgi protein trafficking and maintenance of normal ER morphology; shares 43% sequence identity with mammalian beta-coat protein _beta-COP_ [Saccharomyces cerevisiae]
OG0001228	2	6183.Smp_124460.1	NC_001136 Essential iron-sulfur protein required for ribosome biogenesis and translation initiation; facilitates binding of a multifactor complex _MFC_ of translation initiation factors to the small ribosomal subunit; predicted ABC family ATPase [Saccharomyces cerevisiae]
OG0001232	2	6183.Smp_124820.1	NC_001139 Major karyopherin_ involved in export of proteins_ RNAs_ and ribosomal subunits from the nucleus; exportin [Saccharomyces cerevisiae]
OG0001234	2	6183.Smp_124920.1	NC_001145 Thiol oxidase required for oxidative protein folding in the endoplasmic reticulum [Saccharomyces cerevisiae]
OG0001235	2	6183.Smp_124940.1	NC_001148 Ferredoxin of the mitochondrial matrix required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; homologous to human adrenodoxin [Saccharomyces cerevisiae]
OG0001236	2	6183.Smp_124970.1	NC_001136 Phosphatidylinositol-4-phosphate 5-kinase_ involved in actin cytoskeleton organization and cell morphogenesis; multicopy suppressor of stt4 mutation [Saccharomyces cerevisiae]
OG0001243	2	6183.Smp_126370.1	NC_001134 RNA polymerase subunit ABC27_ common to RNA polymerases I_ II_ and III; contacts DNA and affects transactivation [Saccharomyces cerevisiae]
OG0001245	2	6183.Smp_126650.1	NC_001136 Flavin adenine dinucleotide _FAD_ synthetase_ performs the second step in synthesis of FAD from riboflavin [Saccharomyces cerevisiae]
OG0001246	2	6183.Smp_127100.1	NC_001139 Single-stranded telomeric DNA-binding protein_ required for normal telomere length; null mutant lacks N6-threonylcarbamoyl adenosine _t6A_ modification in the anticodon loop of ANN-decoding tRNA; member of conserved YrdC/Sua5 family [Saccharomyces cerevisiae]
OG0001255	2	6183.Smp_128050.1	NC_001139 Nuclear envelope protein that mediates the nuclear export of importin alpha _Srp1p__ homolog of metazoan CAS protein_ required for accurate chromosome segregation [Saccharomyces cerevisiae]
OG0001259	2	6183.Smp_128810.1	NC_001142 Glycosylphosphatidylinositol-alpha 1_4 mannosyltransferase I_ involved in GPI anchor biosynthesis_ requires Pbn1p for function; homolog of mammalian PIG-M [Saccharomyces cerevisiae]
OG0001260	2	6183.Smp_128840.1	NC_001136 RNA polymerase II subunit B16; forms two subunit dissociable complex with Rpb4p [Saccharomyces cerevisiae]
OG0001265	2	6183.Smp_129320.1	NC_001145 Essential splicing factor; associated with Prp19p and the spliceosome_ contains an N-terminal c-Myb DNA binding motif necessary for cell viability but not for Prp19p association_ evolutionarily conserved and homologous to S. pombe Cdc5p [Saccharomyces cerevisiae]
OG0001271	2	6183.Smp_130460.1	NC_001137 Essential component of the conserved oligomeric Golgi complex _Cog1p through Cog8p__ a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments [Saccharomyces cerevisiae]
OG0001277	2	6183.Smp_130850.1	NC_001147 Protein component of the small _40S_ ribosomal subunit; has similarity to E. coli S19 and rat S15 ribosomal proteins [Saccharomyces cerevisiae]
OG0001280	2	6183.Smp_131070.1	NC_001144 Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation_ chromosome segregation_ chromatin binding of condensin_ tRNA gene clustering at the nucleolus_ and silencing at the mating type locus [Saccharomyces cerevisiae]
OG0001281	2	6183.Smp_131090.1	NC_001141 Probable phosphopantothenoylcysteine synthetase _PPCS__ which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC _encoding a bifunctional enzyme with PPCS activity_ [Saccharomyces cerevisiae]
OG0001282	2	6183.Smp_131100.1	NC_001134 Essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane but is not the flippase; mutation is suppressed by expression of human p53 protein [Saccharomyces cerevisiae]
OG0001285	2	6183.Smp_131560.1	NC_001145 Carboxy-terminal domain _CTD_ phosphatase_ essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit _Rpo21p_ [Saccharomyces cerevisiae]
OG0001286	2	6183.Smp_131660.1	NC_001138 Metalloprotease subunit of the 19S regulatory particle of the 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates [Saccharomyces cerevisiae]
OG0001287	2	6183.Smp_132030.1	NC_001140 RNA polymerase subunit_ found in RNA polymerase complexes I_ II_ and III [Saccharomyces cerevisiae]
OG0001289	2	6183.Smp_132350.1	NC_001144 Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds to chromatin to promote the association of DNA replication factors and replication initiation [Saccharomyces cerevisiae]
OG0001290	2	6183.Smp_132590.1	NC_001136 Constituent of 66S pre-ribosomal particles_ required for large _60S_ ribosomal subunit biogenesis; involved in nuclear export of pre-ribosomes; required for maintenance of dsRNA virus; homolog of human CAATT-binding protein [Saccharomyces cerevisiae]
OG0001291	2	6183.Smp_132640.1	NC_001148 Phosphatidylinositol synthase_ required for biosynthesis of phosphatidylinositol_ which is a precursor for polyphosphoinositides_ sphingolipids_ and glycolipid anchors for some of the plasma membrane proteins [Saccharomyces cerevisiae]
OG0001293	2	6183.Smp_132690.1	NC_001148 Essential protein involved in transcription regulation; component of chromatin remodeling complexes; required for assembly and function of the INO80 complex; also referred to as reptin; member of the RUVB-like protein family [Saccharomyces cerevisiae]
OG0001296	2	6183.Smp_133300.1	NC_001147 Nuclear 5' to 3' single-stranded RNA exonuclease_ involved in RNA metabolism_ including rRNA and snRNA processing as well as mRNA transcription termination [Saccharomyces cerevisiae]
OG0001297	2	6183.Smp_133350.1	NC_001148 Putative GTPase that associates with free 60S ribosomal subunits in the nucleolus and is required for 60S ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; member of the ODN family of nucleolar G-proteins [Saccharomyces cerevisiae]
OG0001298	2	6183.Smp_133440.1	NC_001136 ER membrane protein involved in a late step of glycosylphosphatidylinositol _GPI_ anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated GPI intermediate; human PIG-Fp is a functional homolog [Saccharomyces cerevisiae]
OG0001299	2	6183.Smp_133600.1	NC_001143 UDP-glucose pyrophosphorylase _UGPase__ catalyses the reversible formation of UDP-Glc from glucose 1-phosphate and UTP_ involved in a wide variety of metabolic pathways_ expression modulated by Pho85p through Pho4p [Saccharomyces cerevisiae]
OG0001301	2	6183.Smp_133700.1	NC_001147 Protein required for beta-1_6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects [Saccharomyces cerevisiae]
OG0001303	2	6183.Smp_134010.1	NC_001139 Essential protein with two zinc fingers_ present in the nucleus of growing cells but relocates to the cytoplasm in starved cells via a process mediated by Cpr1p; binds to translation elongation factor eEF-1 _Tef1p_ [Saccharomyces cerevisiae]
OG0001305	2	6183.Smp_134400.1	NC_001134 Subunit of the ARP2/3 complex_ which is required for the motility and integrity of cortical actin patches [Saccharomyces cerevisiae]
OG0001307	2	6183.Smp_134790.1	NC_001145 TFIID subunit _40 kDa__ involved in RNA polymerase II transcription initiation_ similar to histone H3 with atypical histone fold motif of Spt3-like transcription factors [Saccharomyces cerevisiae]
OG0001309	2	6183.Smp_135120.1	NC_001145 Protein required for maturation of the 25S and 5.8S ribosomal RNAs; constituent of 66S pre-ribosomal particles; homologous to mammalian Bop1 [Saccharomyces cerevisiae]
OG0001312	2	6183.Smp_135280.1	NC_001136 Guanine nucleotide exchange factor _GEF_ for ADP ribosylation factors involved in proliferation of the Golgi_ intra-Golgi transport and ER-to-Golgi transport; found in the cytoplasm and on Golgi-associated coated vesicles [Saccharomyces cerevisiae]
OG0001314	2	6183.Smp_136010.1	NC_001144 Nucleolar protein_ specifically associated with the U3 snoRNA_ part of the large ribonucleoprotein complex known as the small subunit _SSU_ processome_ required for 18S rRNA biogenesis_ part of the active pre-rRNA processing complex [Saccharomyces cerevisiae]
OG0001316	2	6183.Smp_136260.2	NC_001143 Glutamine-fructose-6-phosphate amidotransferase_ catalyzes the formation of glucosamine-6-P and glutamate from fructose-6-P and glutamine in the first step of chitin biosynthesis [Saccharomyces cerevisiae]
OG0001320	2	6183.Smp_136520.1	NC_001144 Component of the core form of RNA polymerase transcription factor TFIIH_ which has both protein kinase and DNA-dependent ATPase/helicase activities and is essential for transcription and nucleotide excision repair; interacts with Tfb4p [Saccharomyces cerevisiae]
OG0001322	2	6183.Smp_136960.1	NC_001147 Putative protein_ predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis [Saccharomyces cerevisiae]
OG0001323	2	6183.Smp_137190.1	NC_001136 Mitochondrial matrix iron chaperone; oxidizes and stores iron; interacts with Isu1p to promote Fe-S cluster assembly; mutation results in multiple Fe/S-dependent enzyme deficiencies; human frataxin homolog is mutated in Friedrich's ataxia [Saccharomyces cerevisiae]
OG0001324	2	6183.Smp_137430.1	NC_001145 Protein involved in pre-mRNA splicing; component of the pre-spliceosome; associates with U2 snRNA; involved in ER to Golgi transport [Saccharomyces cerevisiae]
OG0001325	2	6183.Smp_137650.1	NC_001143 Nuclear pore protein involved in nuclear export of pre-tRNA [Saccharomyces cerevisiae]
OG0001330	2	6183.Smp_138930.2	NC_001140 Protein of unknown function that may interact with ribosomes_ based on co-purification experiments; has similarity to proline-tRNA ligase; YHR020W is an essential gene [Saccharomyces cerevisiae]
OG0001335	2	6183.Smp_140530.1	NC_001147 Subunit of heteropentameric Replication factor C _RF-C__ which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen _PCNA_ processivity factor for DNA polymerases delta and epsilon [Saccharomyces cerevisiae]
OG0001337	2	6183.Smp_140790.1	NC_001147 Ferrochelatase_ a mitochondrial inner membrane protein_ catalyzes the insertion of ferrous iron into protoporphyrin IX_ the eighth and final step in the heme biosynthetic pathway [Saccharomyces cerevisiae]
OG0001341	2	6183.Smp_141240.1	NC_001148 Essential conserved protein that is part of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains [Saccharomyces cerevisiae]
OG0001344	2	6183.Smp_141630.1	NC_001145 U2-snRNP associated splicing factor that forms extensive associations with the branch site-3' splice site-3' exon region upon prespliceosome formation; similarity to the mammalian U2 snRNP-associated splicing factor SAP155 [Saccharomyces cerevisiae]
OG0001345	2	6183.Smp_141860.1	NC_001141 Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis_ interacts with protein kinase Cbk1p and also with Kic1p [Saccharomyces cerevisiae]
OG0001353	2	6183.Smp_142910.1	NC_001136 Alpha subunit of COPI vesicle coatomer complex_ which surrounds transport vesicles in the early secretory pathway [Saccharomyces cerevisiae]
OG0001357	2	6183.Smp_143650.1	NC_001144 Huge dynein-related AAA-type ATPase _midasin__ forms extended pre-60S particle with the Rix1 complex _Rix1p-Ipi1p-Ipi3p__ may mediate ATP-dependent remodeling of 60S subunits and subsequent export from nucleoplasm to cytoplasm [Saccharomyces cerevisiae]
OG0001358	2	6183.Smp_143740.1	NC_001136 Uroporphyrinogen decarboxylase_ catalyzes the fifth step in the heme biosynthetic pathway; localizes to both the cytoplasm and nucleus; a hem12 mutant has phenotypes similar to patients with porphyria cutanea tarda [Saccharomyces cerevisiae]
OG0001363	2	6183.Smp_144030.1	NC_001134 Phosphatidate cytidylyltransferase _CDP-diglyceride synthetase_; an enzyme that catalyzes that conversion of CTP + phosphate into diphosphate + CDP-diaclglyerol_ a critical step in the synthesis of all major yeast phospholipids [Saccharomyces cerevisiae]
OG0001364	2	6183.Smp_144490.1	NC_001146 Essential protein of unknown function; heterozygous mutant shows haploinsufficiency in K1 killer toxin resistance [Saccharomyces cerevisiae]
OG0001372	2	6183.Smp_145670.1	NC_001147 Essential subunit of Sec63 complex _Sec63p_ Sec62p_ Sec66p and Sec72p_; with Sec61 complex_ Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER [Saccharomyces cerevisiae]
OG0001374	2	6183.Smp_145740.1	NC_001142 Essential ATP-binding protein required for DNA replication_ component of the pre-replicative complex _pre-RC_ which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p [Saccharomyces cerevisiae]
OG0001376	2	6183.Smp_145800.1	NC_001140 Nucleolar protein involved in the assembly and export of the large ribosomal subunit; constituent of 66S pre-ribosomal particles; contains a sigma_70_-like motif_ which is thought to bind RNA [Saccharomyces cerevisiae]
OG0001378	2	6183.Smp_146030.1	NC_001144 Subunit of tRNA-specific adenosine-34 deaminase_ forms a heterodimer with Tad2p that converts adenosine to inosine at the wobble position of several tRNAs [Saccharomyces cerevisiae]
OG0001381	2	6183.Smp_147010.1	NC_001148 Transcription factor IIIA _TFIIIA__ essential protein with nine C2H2 Zn-fingers_ binds the 5S rRNA gene through the zinc finger domain and directs assembly of a multiprotein initiation complex for RNA polymerase III; also binds DNA [Saccharomyces cerevisiae]
OG0001382	2	6183.Smp_147360.1	NC_001145 Cleavage and polyadenylation factor I _CF I_ component involved in cleavage and polyadenylation of mRNA 3' ends; bridges interaction between Rna15p and Hrp1p in the CF I complex [Saccharomyces cerevisiae]
OG0001384	2	6183.Smp_147850.1	NC_001139 Putative GTPase involved in 60S ribosomal subunit biogenesis; required for the release of Nmd3p from 60S subunits in the cytoplasm [Saccharomyces cerevisiae]
OG0001388	2	6183.Smp_148150.1	NC_001136 Essential subunit of the cohesin complex required for sister chromatid cohesion in mitosis and meiosis; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase [Saccharomyces cerevisiae]
OG0001389	2	6183.Smp_148230.1	NC_001144 Essential splicesome assembly factor; contains multiple tetratricopeptide repeat _TPR_ protein-binding motifs and interacts specifically with many spliceosome components_ may serve as a scaffold during splicesome assembly [Saccharomyces cerevisiae]
OG0001390	2	6183.Smp_148460.1	NC_001134 GTPase-activating protein that negatively regulates RAS by converting it from the GTP- to the GDP-bound inactive form_ required for reducing cAMP levels under nutrient limiting conditions_ mediates membrane association of adenylate cyclase [Saccharomyces cerevisiae]
OG0001391	2	6183.Smp_148560.1	NC_001139 Mitochondrial protein involved in protein import into the mitochondrial matrix; maintains the functional integrity of the TIM23 protein translocator complex; viability of null mutant is strain-dependent; mRNA is targeted to the bud [Saccharomyces cerevisiae]
OG0001393	2	6183.Smp_148770.1	NC_001147 Ribose-5-phosphate ketol-isomerase_ catalyzes the interconversion of ribose 5-phosphate and ribulose 5-phosphate in the pentose phosphate pathway; participates in pyridoxine biosynthesis [Saccharomyces cerevisiae]
OG0001394	2	6183.Smp_148930.1	NC_001145 Subunit of the heterodimeric FACT complex _Spt16p-Pob3p__ which facilitates RNA Pol II transcription elongation through nucleosomes by destabilizing and then reassembling nucleosome structure; interacts with DNA polymerase alpha _Pol1p_ [Saccharomyces cerevisiae]
OG0001397	2	6183.Smp_149070.1	NC_001139 Possible U3 snoRNP protein involved in maturation of pre-18S rRNA_ based on computational analysis of large-scale protein-protein interaction data [Saccharomyces cerevisiae]
OG0001399	2	6183.Smp_149360.1	NC_001143 Hydrophilic protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles; component of the TRAPP _transport protein particle_ complex [Saccharomyces cerevisiae]
