Orthogroup	protein_mansoni	sequence_Saccharomyces cerevisiae
OG0000036	6183.Smp_021590.1, 6183.Smp_028030.1, 6183.Smp_049380.1, 6183.Smp_094890.1, 6183.Smp_126640.1, 6183.Smp_138150.1, 6183.Smp_139070.1, 6183.Smp_142730.1, 6183.Smp_144130.1, 6183.Smp_145770.1, 6183.Smp_151960.1, 6183.Smp_173570.1, 6183.Smp_174040.1, 6183.Smp_180150.1, 6183.Smp_180160.1, 6183.Smp_186680.1	
OG0000037	6183.Smp_027300.1, 6183.Smp_043580.1, 6183.Smp_055310.1, 6183.Smp_070170.1, 6183.Smp_078900.1, 6183.Smp_081440.1, 6183.Smp_137030.1, 6183.Smp_137060.1, 6183.Smp_138030.1, 6183.Smp_140390.2, 6183.Smp_144180.1, 6183.Smp_150850.2, 6183.Smp_160700.1, 6183.Smp_161010.1, 6183.Smp_210650.1, 6183.Smp_210660.1	
OG0000038	6183.Smp_005470.1, 6183.Smp_019310.1, 6183.Smp_030910.1, 6183.Smp_040680.1, 6183.Smp_051400.1, 6183.Smp_095480.1, 6183.Smp_095500.1, 6183.Smp_095520.1, 6183.Smp_114620.1, 6183.Smp_125010.1, 6183.Smp_125020.1, 6183.Smp_174510.1, 6183.Smp_174520.1, 6183.Smp_200180.1, 6183.Smp_201060.1	
OG0000039	6183.Smp_015520.1, 6183.Smp_032370.1, 6183.Smp_076580.1, 6183.Smp_078600.1, 6183.Smp_081430.1, 6183.Smp_092740.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_151030.1, 6183.Smp_170300.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1	
OG0000040	6183.Smp_020200.1, 6183.Smp_090440.1, 6183.Smp_094020.1, 6183.Smp_146340.1, 6183.Smp_210260.1	NC_001134 Essential nucleolar protein_ putative DEAD-box RNA helicase required for maintenance of M1 dsRNA virus; involved in biogenesis of large _60S_ ribosomal subunits [Saccharomyces cerevisiae], NC_001134 RNA helicase in the DEAD-box family_ necessary for prespliceosome formation_ bridges U1 and U2 snRNPs and enables stable U2 snRNP association with intron RNA [Saccharomyces cerevisiae], NC_001136 Putative ATP-dependent RNA helicase of the DEAD-box protein family_ constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis [Saccharomyces cerevisiae], NC_001138 Putative ATP-dependent RNA helicase_ nucleolar protein required for synthesis of 60S ribosomal subunits at a late step in the pathway; sediments with 66S pre-ribosomes in sucrose gradients [Saccharomyces cerevisiae], NC_001139 ATP-dependent RNA helicase of the DEAD box family; required for 18S rRNA synthesis [Saccharomyces cerevisiae], NC_001140 Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a_ which is a DEAD box RNA-dependent ATPase with helicase activity [Saccharomyces cerevisiae], NC_001142 Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis [Saccharomyces cerevisiae], NC_001144 Nucleolar DEAD-box protein required for ribosome assembly and function_ including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles [Saccharomyces cerevisiae], NC_001145 ATP-dependent RNA helicase; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles [Saccharomyces cerevisiae], NC_001146 Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family [Saccharomyces cerevisiae]
OG0000041	6183.Smp_001420.1, 6183.Smp_007210.1, 6183.Smp_022130.1, 6183.Smp_042770.1, 6183.Smp_070310.1, 6183.Smp_079800.1, 6183.Smp_130480.1, 6183.Smp_133790.1, 6183.Smp_145170.1, 6183.Smp_150050.1, 6183.Smp_160470.1, 6183.Smp_165040.1, 6183.Smp_165700.2, 6183.Smp_207030.1	
OG0000042	6183.Smp_012000.1, 6183.Smp_031680.1, 6183.Smp_037960.1, 6183.Smp_101990.1, 6183.Smp_119340.1, 6183.Smp_132070.1, 6183.Smp_139330.1, 6183.Smp_142690.1, 6183.Smp_142700.1, 6183.Smp_157790.1, 6183.Smp_175110.1, 6183.Smp_176310.1, 6183.Smp_180570.1, 6183.Smp_197600.1	
OG0000043	6183.Smp_028910.1, 6183.Smp_054300.1, 6183.Smp_129750.1, 6183.Smp_137730.1, 6183.Smp_137740.1, 6183.Smp_142860.1, 6183.Smp_154410.1, 6183.Smp_193620.1, 6183.Smp_193870.1, 6183.Smp_194990.1, 6183.Smp_199790.1, 6183.Smp_205640.1, 6183.Smp_209060.1, 6183.Smp_211180.1	
OG0000044	6183.Smp_000170.1, 6183.Smp_000180.1, 6183.Smp_026420.1, 6183.Smp_064950.1, 6183.Smp_068510.1, 6183.Smp_085650.1, 6183.Smp_106110.1, 6183.Smp_151600.1, 6183.Smp_153320.1, 6183.Smp_158980.1, 6183.Smp_158990.1, 6183.Smp_178100.1	NC_001136 N-myristoylated calcium-binding protein that may have a role in intracellular signaling through its regulation of the phosphatidylinositol 4-kinase Pik1p; member of the recoverin/frequenin branch of the EF-hand superfamily [Saccharomyces cerevisiae]
OG0000045	6183.Smp_000190.1, 6183.Smp_009430.1, 6183.Smp_042680.1, 6183.Smp_084570.1, 6183.Smp_102190.1, 6183.Smp_117920.1, 6183.Smp_131430.1, 6183.Smp_141720.1, 6183.Smp_168550.1, 6183.Smp_168560.1, 6183.Smp_178940.1, 6183.Smp_212250.1	NC_001134 3-ketosphinganine reductase_ catalyzes the second step in phytosphingosine synthesis_ essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine_ member of short chain dehydrogenase/reductase protein family [Saccharomyces cerevisiae]
OG0000046	6183.Smp_000230.1, 6183.Smp_012200.1, 6183.Smp_015840.1, 6183.Smp_049160.1, 6183.Smp_075230.1, 6183.Smp_124090.1, 6183.Smp_128060.1, 6183.Smp_135600.1, 6183.Smp_140980.1, 6183.Smp_152210.1, 6183.Smp_156420.1, 6183.Smp_158490.1, 6183.Smp_181200.1	
OG0000047	6183.Smp_001050.1, 6183.Smp_019280.1, 6183.Smp_022100.1, 6183.Smp_030400.1, 6183.Smp_078230.1, 6183.Smp_079010.1, 6183.Smp_080650.1, 6183.Smp_080860.1, 6183.Smp_123290.1, 6183.Smp_131050.1, 6183.Smp_147320.1, 6183.Smp_151100.1, 6183.Smp_168670.1	
OG0000048	6183.Smp_003280.1, 6183.Smp_006810.1, 6183.Smp_079260.1, 6183.Smp_090160.1, 6183.Smp_129480.1, 6183.Smp_129490.1, 6183.Smp_142560.1, 6183.Smp_142580.1, 6183.Smp_144120.1, 6183.Smp_148570.1, 6183.Smp_163600.1, 6183.Smp_165410.1, 6183.Smp_174610.1	
OG0000049	6183.Smp_004350.1, 6183.Smp_051010.1, 6183.Smp_055920.1, 6183.Smp_055960.1, 6183.Smp_059750.2, 6183.Smp_067980.4, 6183.Smp_067990.4, 6183.Smp_068000.1, 6183.Smp_082820.1, 6183.Smp_083030.1, 6183.Smp_083400.1, 6183.Smp_145350.1, 6183.Smp_174670.1	
OG0000050	6183.Smp_008850.1, 6183.Smp_041700.1, 6183.Smp_127860.1, 6183.Smp_128710.1, 6183.Smp_129810.1, 6183.Smp_132730.1, 6183.Smp_140250.1, 6183.Smp_145240.1, 6183.Smp_149170.1, 6183.Smp_149580.1, 6183.Smp_157640.1, 6183.Smp_173010.1, 6183.Smp_193610.1	
OG0000051	6183.Smp_032500.1, 6183.Smp_037590.1, 6183.Smp_054840.1, 6183.Smp_094140.1, 6183.Smp_143490.1, 6183.Smp_161880.1, 6183.Smp_172530.1	NC_001134 Component of the hexameric MCM complex_ which is important for priming origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation when activated by Cdc7p-Dbf4p in S-phase [Saccharomyces cerevisiae], NC_001134 Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex [Saccharomyces cerevisiae], NC_001137 Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex [Saccharomyces cerevisiae], NC_001139 Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex [Saccharomyces cerevisiae], NC_001144 Component of the hexameric MCM complex_ which is important for priming origins of DNA replication in G1 and becomes an active ATP-dependent helicase that promotes DNA melting and elongation when activated by Cdc7p-Dbf4p in S-phase [Saccharomyces cerevisiae], NC_001148 Essential helicase component of heterohexameric MCM2-7 complexes which bind pre-replication complexes on DNA and melt the DNA prior to replication; accumulates in the nucleus in G1; homolog of S. pombe Cdc21p [Saccharomyces cerevisiae]
OG0000052	6183.Smp_077440.1, 6183.Smp_085380.1, 6183.Smp_096320.1, 6183.Smp_122340.1, 6183.Smp_122980.1, 6183.Smp_136100.1, 6183.Smp_141890.1, 6183.Smp_143070.1, 6183.Smp_143970.1, 6183.Smp_151050.1, 6183.Smp_158450.2, 6183.Smp_175960.1, 6183.Smp_176610.1	
OG0000053	6183.Smp_090100.1, 6183.Smp_090110.1, 6183.Smp_127030.1, 6183.Smp_135530.1, 6183.Smp_153930.1, 6183.Smp_167070.1, 6183.Smp_167100.1, 6183.Smp_167110.1, 6183.Smp_167120.1, 6183.Smp_171320.1, 6183.Smp_171350.1, 6183.Smp_173070.1, 6183.Smp_204600.1	
OG0000054	6183.Smp_000050.1, 6183.Smp_022480.1, 6183.Smp_035140.1, 6183.Smp_130890.1, 6183.Smp_138760.1, 6183.Smp_147140.1, 6183.Smp_161630.1, 6183.Smp_161640.1, 6183.Smp_165170.1, 6183.Smp_173720.1, 6183.Smp_197680.1, 6183.Smp_199590.1	
OG0000055	6183.Smp_000720.1, 6183.Smp_041770.1, 6183.Smp_058620.1, 6183.Smp_068960.2, 6183.Smp_125270.1, 6183.Smp_129170.1, 6183.Smp_130250.1, 6183.Smp_134560.1, 6183.Smp_141230.1, 6183.Smp_142610.1, 6183.Smp_150860.1, 6183.Smp_206070.1	
OG0000056	6183.Smp_000780.1, 6183.Smp_000790.1, 6183.Smp_012810.1, 6183.Smp_020540.2, 6183.Smp_048560.1, 6183.Smp_138170.1, 6183.Smp_140310.1, 6183.Smp_143130.1, 6183.Smp_146200.2, 6183.Smp_157310.1, 6183.Smp_163960.1, 6183.Smp_165070.1	
OG0000057	6183.Smp_001900.1, 6183.Smp_024660.1, 6183.Smp_121960.1, 6183.Smp_123660.1, 6183.Smp_141410.1, 6183.Smp_148020.1, 6183.Smp_163920.1, 6183.Smp_165440.1, 6183.Smp_171680.1, 6183.Smp_172470.1, 6183.Smp_173100.1, 6183.Smp_204750.1	
OG0000058	6183.Smp_005790.1, 6183.Smp_016250.2, 6183.Smp_016630.1, 6183.Smp_020080.1, 6183.Smp_032740.1, 6183.Smp_032750.1, 6183.Smp_059340.1, 6183.Smp_074510.1, 6183.Smp_092580.1, 6183.Smp_132750.1, 6183.Smp_142790.1, 6183.Smp_172640.1	
OG0000059	6183.Smp_005860.1, 6183.Smp_044550.8, 6183.Smp_049010.1, 6183.Smp_065580.3, 6183.Smp_132270.1, 6183.Smp_145490.1, 6183.Smp_155850.1, 6183.Smp_163680.1, 6183.Smp_163690.1, 6183.Smp_164940.1, 6183.Smp_170110.1, 6183.Smp_211220.1	
OG0000060	6183.Smp_012400.1, 6183.Smp_034500.1, 6183.Smp_038530.1, 6183.Smp_059290.1, 6183.Smp_081510.1, 6183.Smp_084930.1, 6183.Smp_114280.1, 6183.Smp_133450.1, 6183.Smp_135160.1, 6183.Smp_136040.1, 6183.Smp_138310.1, 6183.Smp_169960.1	
OG0000061	6183.Smp_013840.2, 6183.Smp_014170.2, 6183.Smp_040190.1, 6183.Smp_057360.1, 6183.Smp_068990.1, 6183.Smp_094190.1, 6183.Smp_127060.1, 6183.Smp_162010.1, 6183.Smp_169900.2, 6183.Smp_175140.1, 6183.Smp_194630.1, 6183.Smp_194640.1	
OG0000062	6183.Smp_021160.1, 6183.Smp_029900.1, 6183.Smp_040130.1, 6183.Smp_040790.1, 6183.Smp_054330.1, 6183.Smp_069160.1, 6183.Smp_080150.1, 6183.Smp_084080.1, 6183.Smp_094810.1, 6183.Smp_133820.1, 6183.Smp_173280.1, 6183.Smp_209050.1	
OG0000063	6183.Smp_038340.1, 6183.Smp_073070.1, 6183.Smp_074930.1, 6183.Smp_094130.1, 6183.Smp_130350.1, 6183.Smp_135770.1, 6183.Smp_136530.1, 6183.Smp_142520.1, 6183.Smp_146630.1, 6183.Smp_146700.1, 6183.Smp_169610.1, 6183.Smp_201760.1	
OG0000064	6183.Smp_038970.1, 6183.Smp_101650.1, 6183.Smp_103160.2, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_165850.1, 6183.Smp_175090.3, 6183.Smp_187840.1, 6183.Smp_198870.1, 6183.Smp_209040.1	
OG0000065	6183.Smp_048550.1, 6183.Smp_118940.1, 6183.Smp_131690.1, 6183.Smp_137940.1, 6183.Smp_140410.1, 6183.Smp_147500.1, 6183.Smp_147510.1, 6183.Smp_162790.1, 6183.Smp_183250.1, 6183.Smp_192170.1, 6183.Smp_199720.1, 6183.Smp_211150.1	
OG0000066	6183.Smp_050630.1, 6183.Smp_069120.1, 6183.Smp_145120.1, 6183.Smp_150350.1, 6183.Smp_150920.1, 6183.Smp_151430.1, 6183.Smp_159640.1, 6183.Smp_175650.1, 6183.Smp_175900.1, 6183.Smp_194330.1, 6183.Smp_206290.1, 6183.Smp_210510.1	
OG0000067	6183.Smp_089320.1, 6183.Smp_089330.1, 6183.Smp_089370.1, 6183.Smp_089380.1, 6183.Smp_114430.1, 6183.Smp_119060.1, 6183.Smp_120180.1, 6183.Smp_128340.1, 6183.Smp_159300.1, 6183.Smp_168940.1, 6183.Smp_170890.1, 6183.Smp_176190.1	
OG0000068	6183.Smp_002150.1, 6183.Smp_007550.1, 6183.Smp_030350.1, 6183.Smp_065530.1, 6183.Smp_091470.1, 6183.Smp_103680.1, 6183.Smp_129230.1, 6183.Smp_173030.1, 6183.Smp_174530.1, 6183.Smp_174540.1, 6183.Smp_194090.1	
OG0000069	6183.Smp_002550.1, 6183.Smp_032320.6, 6183.Smp_036270.2, 6183.Smp_071640.1, 6183.Smp_079290.1, 6183.Smp_086600.2, 6183.Smp_098890.2, 6183.Smp_113620.3, 6183.Smp_185230.1, 6183.Smp_192360.1	NC_001148 Single stranded RNA binding protein; acidic ribonucleoprotein; required for termination of non-poly_A_ transcripts and efficient splicing; interacts with Nrd1p [Saccharomyces cerevisiae]
OG0000070	6183.Smp_003190.1, 6183.Smp_007670.1, 6183.Smp_064320.1, 6183.Smp_075030.1, 6183.Smp_079760.1, 6183.Smp_125690.1, 6183.Smp_128950.1, 6183.Smp_143770.1, 6183.Smp_147040.1, 6183.Smp_158310.1, 6183.Smp_198360.1	
OG0000071	6183.Smp_003440.1, 6183.Smp_041970.1, 6183.Smp_061140.1, 6183.Smp_066520.1, 6183.Smp_072640.1, 6183.Smp_086830.1, 6183.Smp_122810.1, 6183.Smp_154990.1, 6183.Smp_162440.1, 6183.Smp_196010.1, 6183.Smp_210100.1	
OG0000072	6183.Smp_027970.1, 6183.Smp_087270.1, 6183.Smp_123500.1, 6183.Smp_156060.1, 6183.Smp_157510.1	NC_001137 DEAH-box RNA-dependent ATPase/ATP-dependent RNA helicase_ associates with lariat intermediates before the second catalytic step of splicing; mediates ATP-dependent mRNA release from the spliceosome and unwinds RNA duplexes [Saccharomyces cerevisiae], NC_001139 RNA helicase in the DEAH-box family_ functions in both RNA polymerase I and polymerase II transcript metabolism_ involved in release of the lariat-intron from the spliceosome [Saccharomyces cerevisiae], NC_001143 Predominantly nucleolar DEAH-box ATP-dependent RNA helicase_ required for 18S rRNA synthesis [Saccharomyces cerevisiae], NC_001143 RNA helicase in the DEAH-box family involved in the second catalytic step of splicing_ exhibits ATP-dependent RNA unwinding activity [Saccharomyces cerevisiae], NC_001145 Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP_ predominantly nucleolar in distribution_ required for 18S rRNA synthesis [Saccharomyces cerevisiae], NC_001146 RNA-dependent ATPase in the DEAH-box family_ required for activation of the spliceosome before the first transesterification step in RNA splicing [Saccharomyces cerevisiae]
OG0000073	6183.Smp_028690.1, 6183.Smp_078930.1, 6183.Smp_131890.1, 6183.Smp_143780.1, 6183.Smp_143800.1, 6183.Smp_156320.1, 6183.Smp_157420.1, 6183.Smp_157430.1, 6183.Smp_158660.1, 6183.Smp_160360.1, 6183.Smp_193800.1	
OG0000074	6183.Smp_044060.1, 6183.Smp_124250.1, 6183.Smp_129270.1, 6183.Smp_134140.1, 6183.Smp_134500.1, 6183.Smp_135500.1, 6183.Smp_141980.1, 6183.Smp_146120.1, 6183.Smp_153650.1, 6183.Smp_179590.1, 6183.Smp_197150.1	
OG0000075	6183.Smp_045490.1, 6183.Smp_045500.1, 6183.Smp_045550.1, 6183.Smp_045560.1, 6183.Smp_074140.1, 6183.Smp_074150.1, 6183.Smp_077720.1, 6183.Smp_146690.1, 6183.Smp_162160.1, 6183.Smp_164100.1, 6183.Smp_207040.1	
OG0000076	6183.Smp_045990.1, 6183.Smp_046000.1, 6183.Smp_062510.1, 6183.Smp_071250.1, 6183.Smp_084940.3, 6183.Smp_129070.1, 6183.Smp_142450.1, 6183.Smp_147260.1, 6183.Smp_165570.1, 6183.Smp_179910.1, 6183.Smp_198010.1	
OG0000077	6183.Smp_048050.1, 6183.Smp_049230.1, 6183.Smp_049240.1, 6183.Smp_049250.1, 6183.Smp_049270.1, 6183.Smp_049300.3, 6183.Smp_136930.1, 6183.Smp_138210.1, 6183.Smp_148530.1, 6183.Smp_185680.1, 6183.Smp_186020.1	
OG0000078	6183.Smp_075350.1, 6183.Smp_075360.1, 6183.Smp_075370.1, 6183.Smp_075380.1, 6183.Smp_075390.1, 6183.Smp_075400.1, 6183.Smp_075420.1, 6183.Smp_075430.1, 6183.Smp_162840.1, 6183.Smp_166170.1, 6183.Smp_204390.1	
OG0000079	6183.Smp_085680.1, 6183.Smp_097460.1, 6183.Smp_097470.1, 6183.Smp_102340.1, 6183.Smp_124470.1, 6183.Smp_125450.1, 6183.Smp_140070.1, 6183.Smp_142620.1, 6183.Smp_149980.1, 6183.Smp_211230.1, 6183.Smp_211310.1	
OG0000080	6183.Smp_200150.1, 6183.Smp_200390.1, 6183.Smp_200970.1, 6183.Smp_201180.1, 6183.Smp_202180.1, 6183.Smp_203770.1, 6183.Smp_203990.1, 6183.Smp_204030.1, 6183.Smp_205070.1, 6183.Smp_205980.1, 6183.Smp_206260.1	
OG0000081	6183.Smp_000620.1, 6183.Smp_015670.1, 6183.Smp_020960.1, 6183.Smp_022610.1, 6183.Smp_062490.1, 6183.Smp_067430.1, 6183.Smp_072470.1, 6183.Smp_082290.1, 6183.Smp_125400.1, 6183.Smp_203270.1	
OG0000082	6183.Smp_000730.1, 6183.Smp_032180.1, 6183.Smp_037190.1, 6183.Smp_086900.1, 6183.Smp_088650.1, 6183.Smp_104680.1, 6183.Smp_105480.1, 6183.Smp_159930.1, 6183.Smp_164660.1, 6183.Smp_166930.1	
OG0000083	6183.Smp_002500.1, 6183.Smp_005070.1, 6183.Smp_109090.1, 6183.Smp_112480.1, 6183.Smp_112910.1, 6183.Smp_157780.1, 6183.Smp_164700.1, 6183.Smp_167840.1, 6183.Smp_177890.1, 6183.Smp_178330.1	
OG0000084	6183.Smp_006930.1, 6183.Smp_014260.1, 6183.Smp_014280.1, 6183.Smp_042720.1, 6183.Smp_102400.1, 6183.Smp_133290.1, 6183.Smp_151200.1, 6183.Smp_151210.1, 6183.Smp_151220.1, 6183.Smp_200450.1	
OG0000085	6183.Smp_007950.1, 6183.Smp_015920.1, 6183.Smp_021370.1, 6183.Smp_024650.1, 6183.Smp_047240.2, 6183.Smp_056260.1, 6183.Smp_146430.1, 6183.Smp_153110.1, 6183.Smp_210290.1, 6183.Smp_211240.1	
OG0000086	6183.Smp_010930.1, 6183.Smp_049600.4, 6183.Smp_053990.1, 6183.Smp_062420.3, 6183.Smp_065980.1, 6183.Smp_072970.1, 6183.Smp_090860.1, 6183.Smp_138680.2, 6183.Smp_152850.1, 6183.Smp_155020.1	
OG0000087	6183.Smp_012970.1, 6183.Smp_055130.1, 6183.Smp_063260.1, 6183.Smp_083540.1, 6183.Smp_093740.3, 6183.Smp_123210.1, 6183.Smp_132450.2, 6183.Smp_144330.1, 6183.Smp_180520.1, 6183.Smp_180740.1	
OG0000088	6183.Smp_013040.2, 6183.Smp_018800.1, 6183.Smp_132470.1, 6183.Smp_132480.1, 6183.Smp_136720.1, 6183.Smp_136730.1, 6183.Smp_136830.2, 6183.Smp_136840.1, 6183.Smp_197470.1, 6183.Smp_205390.1	
OG0000089	6183.Smp_027830.1, 6183.Smp_110560.1, 6183.Smp_118350.1, 6183.Smp_137240.1, 6183.Smp_168420.1, 6183.Smp_180990.1, 6183.Smp_191640.1, 6183.Smp_193320.1, 6183.Smp_193570.1, 6183.Smp_193580.1	
OG0000090	6183.Smp_047900.1, 6183.Smp_074080.1, 6183.Smp_119320.1, 6183.Smp_133020.1, 6183.Smp_133490.1, 6183.Smp_134260.1, 6183.Smp_140700.1, 6183.Smp_142050.1, 6183.Smp_172240.1, 6183.Smp_198810.1	
OG0000091	6183.Smp_050830.1, 6183.Smp_060420.1, 6183.Smp_064190.1, 6183.Smp_064200.1, 6183.Smp_134810.1, 6183.Smp_134830.1, 6183.Smp_156740.1, 6183.Smp_157920.1, 6183.Smp_159670.1, 6183.Smp_166990.1	
OG0000092	6183.Smp_083940.1, 6183.Smp_083950.1, 6183.Smp_084270.1, 6183.Smp_091950.1, 6183.Smp_167870.1, 6183.Smp_177720.1, 6183.Smp_196080.1, 6183.Smp_203400.1, 6183.Smp_204060.1, 6183.Smp_204550.1	
OG0000093	6183.Smp_084330.1, 6183.Smp_104170.1, 6183.Smp_117880.1, 6183.Smp_124900.1, 6183.Smp_144740.1, 6183.Smp_147200.1, 6183.Smp_154120.1, 6183.Smp_158920.1, 6183.Smp_159900.1, 6183.Smp_179400.1	
OG0000094	6183.Smp_088570.1, 6183.Smp_107700.1, 6183.Smp_110040.1, 6183.Smp_110310.1, 6183.Smp_184370.1, 6183.Smp_184780.1, 6183.Smp_186960.1, 6183.Smp_189290.1, 6183.Smp_190390.1, 6183.Smp_191130.1	
OG0000095	6183.Smp_177380.1, 6183.Smp_180780.1, 6183.Smp_182090.1, 6183.Smp_187010.1, 6183.Smp_187410.1, 6183.Smp_188780.1, 6183.Smp_193400.1, 6183.Smp_194180.1, 6183.Smp_199230.1, 6183.Smp_205290.1	
OG0000096	6183.Smp_000670.1, 6183.Smp_021290.1, 6183.Smp_052420.1, 6183.Smp_123030.1, 6183.Smp_129770.1, 6183.Smp_138500.1, 6183.Smp_142850.1, 6183.Smp_152370.1, 6183.Smp_196880.1	
OG0000097	6183.Smp_001000.1, 6183.Smp_031300.1, 6183.Smp_043120.1, 6183.Smp_076400.1, 6183.Smp_097930.1, 6183.Smp_136890.1, 6183.Smp_200240.1, 6183.Smp_202690.1, 6183.Smp_205720.1	
OG0000098	6183.Smp_002930.1, 6183.Smp_056420.1, 6183.Smp_060760.1, 6183.Smp_082750.1, 6183.Smp_089840.1, 6183.Smp_123850.1, 6183.Smp_130880.1, 6183.Smp_150470.1, 6183.Smp_176670.1	
OG0000099	6183.Smp_005210.1, 6183.Smp_069380.1, 6183.Smp_091990.1, 6183.Smp_093280.1, 6183.Smp_138770.1, 6183.Smp_138780.1, 6183.Smp_177250.1, 6183.Smp_191310.1, 6183.Smp_199130.1	
OG0000100	6183.Smp_012460.1, 6183.Smp_015480.1, 6183.Smp_020480.1, 6183.Smp_080620.1, 6183.Smp_084440.1, 6183.Smp_084450.1, 6183.Smp_130620.1, 6183.Smp_146440.1, 6183.Smp_170260.1	
OG0000101	6183.Smp_019170.1, 6183.Smp_022020.1, 6183.Smp_094360.1, 6183.Smp_122370.2, 6183.Smp_129330.1, 6183.Smp_132170.1, 6183.Smp_156290.1, 6183.Smp_160140.1, 6183.Smp_170760.1	
OG0000102	6183.Smp_027550.1, 6183.Smp_048160.1, 6183.Smp_062240.1, 6183.Smp_123600.1, 6183.Smp_155640.1, 6183.Smp_159350.1, 6183.Smp_161730.1, 6183.Smp_167130.1, 6183.Smp_168860.1	
OG0000103	6183.Smp_033380.1, 6183.Smp_119260.1, 6183.Smp_121200.1, 6183.Smp_121230.1, 6183.Smp_121240.1, 6183.Smp_166690.1, 6183.Smp_166710.1, 6183.Smp_166720.1, 6183.Smp_166730.1	
OG0000104	6183.Smp_043920.1, 6183.Smp_074830.1, 6183.Smp_155240.1, 6183.Smp_158370.1, 6183.Smp_161800.1, 6183.Smp_163450.1, 6183.Smp_173320.1, 6183.Smp_181160.1, 6183.Smp_210200.1	
OG0000105	6183.Smp_052630.1, 6183.Smp_083980.1, 6183.Smp_093210.1, 6183.Smp_124040.1, 6183.Smp_144110.1, 6183.Smp_162680.1, 6183.Smp_170810.1, 6183.Smp_178830.1, 6183.Smp_180260.1	
OG0000106	6183.Smp_077880.2, 6183.Smp_155580.1, 6183.Smp_173290.1, 6183.Smp_173300.1, 6183.Smp_178820.1, 6183.Smp_194120.1, 6183.Smp_201250.1, 6183.Smp_201340.1, 6183.Smp_205300.1	
OG0000107	6183.Smp_096310.1, 6183.Smp_126600.1, 6183.Smp_128480.1, 6183.Smp_131700.1, 6183.Smp_155950.1, 6183.Smp_167650.1, 6183.Smp_168370.1, 6183.Smp_176360.1, 6183.Smp_204130.1	
OG0000108	6183.Smp_108050.1, 6183.Smp_116800.1, 6183.Smp_126240.1, 6183.Smp_128750.1, 6183.Smp_157010.1, 6183.Smp_164270.1, 6183.Smp_173270.1, 6183.Smp_175050.1, 6183.Smp_188590.1	
OG0000109	6183.Smp_117000.1, 6183.Smp_120390.1, 6183.Smp_185340.1, 6183.Smp_200510.1, 6183.Smp_200620.1, 6183.Smp_203100.1, 6183.Smp_203380.1, 6183.Smp_204620.1, 6183.Smp_204630.1	
OG0000110	6183.Smp_134410.2, 6183.Smp_134620.1, 6183.Smp_144760.1, 6183.Smp_150090.1, 6183.Smp_150340.1, 6183.Smp_151010.1, 6183.Smp_161430.1, 6183.Smp_161850.1, 6183.Smp_168000.1	
OG0000111	6183.Smp_185420.1, 6183.Smp_200230.1, 6183.Smp_200760.1, 6183.Smp_200960.1, 6183.Smp_201680.1, 6183.Smp_204180.1, 6183.Smp_205320.1, 6183.Smp_205660.1, 6183.Smp_205790.1	
OG0000112	6183.Smp_000680.1, 6183.Smp_038840.1, 6183.Smp_044020.1, 6183.Smp_044160.1, 6183.Smp_058130.1, 6183.Smp_064150.1, 6183.Smp_083720.1, 6183.Smp_093630.2	
OG0000113	6183.Smp_003300.1, 6183.Smp_062080.1, 6183.Smp_062120.1, 6183.Smp_090080.1, 6183.Smp_090090.1, 6183.Smp_155530.1, 6183.Smp_155550.1, 6183.Smp_155560.1	
OG0000114	6183.Smp_003600.1, 6183.Smp_003610.2, 6183.Smp_035550.1, 6183.Smp_035560.2, 6183.Smp_083240.1, 6183.Smp_167270.1, 6183.Smp_167280.1, 6183.Smp_188200.1	
OG0000115	6183.Smp_006510.1, 6183.Smp_006520.1, 6183.Smp_056680.2, 6183.Smp_112090.1, 6183.Smp_119130.1, 6183.Smp_141450.1, 6183.Smp_185150.1, 6183.Smp_185190.1	
