Orthogroup	protein_mansoni	resultado_cel	resultado_dme	resultado_sce
OG0000038	6183.Smp_156400.1	NP_492267.1, NP_494797.1, NP_501470.2, NP_501471.1, NP_501480.2, NP_503303.1, NP_503592.2, NP_503594.1, NP_503599.1, NP_503612.1, NP_503613.1, NP_503615.1, NP_503616.1, NP_503617.1, NP_503618.2, NP_503846.1, NP_504051.1, NP_504988.1, NP_505342.2, NP_507076.1, NP_507679.2, NP_509038.1	AAF50766.3, NP_573319.1, Q95078.2	
OG0000039	6183.Smp_126450.1, 6183.Smp_137890.1, 6183.Smp_181150.1	NP_494495.3, NP_497825.2, NP_498322.1, NP_498425.2, NP_499442.2, NP_502164.1, NP_502352.1	AAF47020.3, AAF50035.2, AAF51027.1, AAF51122.3, AAF51131.1, AAF51223.1, AAF51340.1, AAF51341.3, AAF51548.2, NP_476787.1, NP_524108.1, NP_608493.2, NP_608760.2	NP_009937.2, NP_014567.2
OG0000040	6183.Smp_212240.1	NP_493774.2, NP_496008.1, NP_496010.2, NP_496119.1, NP_496120.1, NP_496390.1, NP_496567.2, NP_496568.1, NP_496661.1, NP_496881.1, NP_496882.1, NP_496883.2, NP_496884.1, NP_498977.1, NP_499629.2, NP_503916.1, NP_503917.1, NP_503943.2, NP_503944.2, NP_503955.1, NP_508830.3, NP_510328.2	AAF47338.1, AAF54580.2	
OG0000041		NP_491223.1, NP_494227.1, NP_494232.2, NP_494234.1, NP_494235.1, NP_494236.1, NP_494237.2, NP_494238.2, NP_494239.2, NP_494240.1, NP_494241.2, NP_494242.1, NP_494243.2, NP_494244.2, NP_494245.1, NP_494271.1, NP_496089.3, NP_496180.1, NP_496523.1, NP_497677.1, NP_500811.1, NP_501814.2, NP_507996.1, NP_509495.3, NP_509564.1		
OG0000042		NP_491744.3, NP_491745.2	AAF46337.2, AAF46608.2, AAF51768.1, AAF52037.2, AAF54276.2, AAF54277.2, AAF54278.2, AAF54279.1, AAF54280.1, AAF54606.1, AAF54607.1, AAF54620.2, AAF54621.2, AAF54664.2, AAF54667.1, AAF55141.2, AAF55470.2, AAF55471.1, AAF55472.3, AAF55473.3, AAF55474.2, AAF57174.1, NP_569896.1	
OG0000043		NP_490737.2, NP_495657.2, NP_496005.1, NP_496174.2, NP_496529.1, NP_500782.1, NP_500783.1, NP_501553.2, NP_502234.2, NP_502511.3, NP_503350.2, NP_504012.2, NP_504013.1, NP_504014.5, NP_504015.1, NP_504695.2, NP_505694.3, NP_506020.2, NP_506066.1, NP_506456.1, NP_507089.2, NP_507545.2, NP_507831.1, NP_508300.3, NP_510539.1		
OG0000044	6183.Smp_000240.1, 6183.Smp_078520.1, 6183.Smp_079730.1, 6183.Smp_089060.1, 6183.Smp_130190.1	NP_493022.1, NP_493023.1, NP_493029.1, NP_495483.1, NP_497959.1, NP_499734.1, NP_499818.1, NP_502291.1, NP_506360.1, NP_508674.1	AAF48578.3, AAF53587.1, AAF54259.1, AAF55577.2, AAF56024.1, AAK92893.1	NP_011471.1, NP_014289.1, NP_014601.1
OG0000045	6183.Smp_001890.1, 6183.Smp_002060.1, 6183.Smp_002070.1, 6183.Smp_002630.1, 6183.Smp_070240.1, 6183.Smp_070250.1, 6183.Smp_078490.1, 6183.Smp_120670.1, 6183.Smp_123090.1, 6183.Smp_123540.1, 6183.Smp_123550.1, 6183.Smp_127130.1, 6183.Smp_139450.1, 6183.Smp_154260.1, 6183.Smp_154290.1, 6183.Smp_159280.1, 6183.Smp_159290.1, 6183.Smp_176160.1, 6183.Smp_176170.1, 6183.Smp_176180.1, 6183.Smp_179480.1, 6183.Smp_193680.1, 6183.Smp_210620.1		AAF54913.2	
OG0000046	6183.Smp_055780.1, 6183.Smp_089200.1, 6183.Smp_137080.1, 6183.Smp_170820.1	NP_491707.2, NP_495674.2, NP_502413.1, NP_507487.1, NP_509205.2, NP_509810.2, NP_509811.2, NP_509812.2, NP_509813.1, NP_509901.1, NP_509902.1, NP_510126.1, NP_510127.2, NP_510128.1, NP_510129.1	AAF50670.1, AAF58437.2, NP_476831.1, NP_523740.3	NP_012713.1
OG0000047		NP_491073.1, NP_491455.1, NP_492336.1, NP_493497.1, NP_494082.1, NP_497194.1, NP_498141.1, NP_498529.1, NP_500588.1, NP_500861.1, NP_501308.1, NP_502159.1, NP_503102.1, NP_503166.1, NP_503524.1, NP_503526.1, NP_505558.1, NP_507055.1, NP_508248.1, NP_508371.1, NP_509520.1, NP_510543.1, NP_510780.1, NP_510856.1		
OG0000048		NP_494783.2, NP_494784.1, NP_494785.1, NP_500109.1, NP_500110.1, NP_500111.3, NP_500112.2, NP_500643.1, NP_501382.1, NP_503460.1, NP_503461.1, NP_503561.2, NP_504153.1, NP_504771.1, NP_504798.2, NP_505588.1, NP_505589.1, NP_506905.1, NP_506987.1, NP_507045.2, NP_507636.1, NP_509893.3, NP_510659.1, O17933.3		
OG0000049		NP_493974.1, NP_493975.1, NP_494496.1, NP_499859.3, NP_500349.1, NP_502228.2, NP_502497.1, NP_502498.1, NP_502499.1, NP_502502.1, NP_502503.1, NP_502504.1, NP_502505.1, NP_502506.1, NP_502508.1, NP_502509.1, NP_502510.1, NP_502532.1, NP_504055.1, NP_504056.1, NP_506396.2, NP_507654.2, NP_507655.1, NP_507793.1		
OG0000050	6183.Smp_003280.1, 6183.Smp_079260.1, 6183.Smp_090160.1, 6183.Smp_129480.1, 6183.Smp_129490.1, 6183.Smp_142560.1, 6183.Smp_144120.1, 6183.Smp_148570.1, 6183.Smp_163600.1	NP_491668.1, NP_492696.1, NP_501931.1, NP_508204.2, NP_508669.1, NP_509273.1, NP_509970.1	AAF47800.2, AAF49930.2, AAF49932.2, NP_476606.1, NP_476775.1, NP_523621.2, NP_572505.1	
OG0000051	6183.Smp_032370.1, 6183.Smp_076580.1, 6183.Smp_081430.1, 6183.Smp_120070.1, 6183.Smp_139680.1, 6183.Smp_139700.1, 6183.Smp_179840.1, 6183.Smp_179850.1, 6183.Smp_203940.1, 6183.Smp_203950.1	NP_491557.1, NP_506570.1, NP_507860.3	AAF46156.1, AAF55538.2, AAF55546.2, AAF59212.3, AAF59214.2, AAF59216.3, AAF59217.1, NP_610309.1, NP_611471.1	NP_014889.3
OG0000052	6183.Smp_054010.1, 6183.Smp_083990.1, 6183.Smp_127000.1, 6183.Smp_150990.1, 6183.Smp_151000.1, 6183.Smp_151090.1	NP_491002.2, NP_491003.2, NP_492914.1, NP_493960.3, NP_500425.2, NP_500952.2, NP_501707.1, NP_505394.2, NP_505905.2, NP_508461.1	AAF48379.2, AAF56667.1, AAF57148.1, NP_524074.1, NP_609542.1	NP_011569.1, NP_011827.1
OG0000053		NP_491697.1, NP_492794.2, NP_494695.2, NP_495064.2, NP_495099.2, NP_495117.3, NP_495378.2, NP_496946.1, NP_500715.1, NP_500716.1, NP_500758.1, NP_500759.1, NP_500837.1, NP_501367.1, NP_502028.1, NP_502093.1, NP_502428.1, NP_502596.1, NP_503428.2, NP_504751.1, NP_505159.1, NP_505456.2, NP_506866.3		
OG0000054		NP_491528.2, NP_495167.3, NP_497335.3, NP_499050.1, NP_499052.3, NP_499621.1, NP_499623.2, NP_499630.2, NP_500090.3, NP_502123.1, NP_502962.3, NP_503389.1, NP_503390.2, NP_503517.1, NP_503542.3, NP_504600.3, NP_505743.1, NP_507596.3, NP_507602.1, NP_507603.1, NP_508336.2, NP_510221.1		NP_012641.2
OG0000055			AAF46778.1, AAF46849.2, AAF47149.1, AAF47789.2, AAF48671.3, AAF48734.2, AAF50555.3, AAF52108.2, AAF52370.2, AAF52371.2, AAF52808.3, AAF52812.2, AAF53955.1, AAF56586.2, AAF56909.3, AAF56910.2, AAF56911.2, AAF56913.2, AAF57143.3, AAF57416.1, AAF57500.3, NP_477232.1, NP_611145.1	
OG0000056	6183.Smp_026570.1, 6183.Smp_034610.1, 6183.Smp_037510.1, 6183.Smp_058470.1, 6183.Smp_066900.1, 6183.Smp_073360.1, 6183.Smp_073380.1, 6183.Smp_088060.1, 6183.Smp_105760.1, 6183.Smp_117170.1, 6183.Smp_129020.1, 6183.Smp_140850.1, 6183.Smp_140860.1, 6183.Smp_141290.2, 6183.Smp_141390.1, 6183.Smp_142390.1, 6183.Smp_146940.1, 6183.Smp_161890.1, 6183.Smp_161900.1, 6183.Smp_170070.1, 6183.Smp_187190.1, 6183.Smp_200490.1			
OG0000057	6183.Smp_111980.1, 6183.Smp_151790.1, 6183.Smp_200060.1, 6183.Smp_201230.1, 6183.Smp_201840.1, 6183.Smp_201900.1, 6183.Smp_202400.1, 6183.Smp_202450.1, 6183.Smp_203620.1, 6183.Smp_203660.1, 6183.Smp_203830.1, 6183.Smp_203930.1, 6183.Smp_204010.1, 6183.Smp_204150.1, 6183.Smp_204920.1, 6183.Smp_204980.1, 6183.Smp_205380.1, 6183.Smp_205540.1, 6183.Smp_205600.1, 6183.Smp_205630.1, 6183.Smp_205690.1, 6183.Smp_206060.1			
OG0000058	6183.Smp_134410.2, 6183.Smp_150090.1, 6183.Smp_151010.1, 6183.Smp_161430.1, 6183.Smp_161850.1, 6183.Smp_168000.1	NP_495464.2, NP_503655.2, NP_503681.2, NP_508838.3, NP_510225.2, NP_510308.1, NP_510705.1	AAF45749.2, AAF57326.2, AAF57382.1, AAF58221.2, AAF58616.2, NP_610940.1, NP_612069.1	NP_012701.2, NP_014274.1
OG0000059		NP_490700.1, NP_494202.1, NP_499726.1, NP_501697.1, NP_503327.1, NP_504391.1, NP_504448.1, NP_505184.1, NP_505185.1, NP_505186.1, NP_505273.1, NP_505288.1, NP_505289.1, NP_507613.1, NP_508646.1, NP_509245.1, NP_509246.1, NP_509552.1, NP_510774.1, NP_510858.1, NP_510859.1, NP_510860.1		
OG0000060		NP_492843.2, NP_492846.1, NP_492891.1, NP_492924.1, NP_493102.1, NP_493105.1, NP_493131.1, NP_493132.1, NP_493311.2, NP_495699.1, NP_496940.1, NP_501387.2, NP_503250.1, NP_503791.3, NP_504002.2, NP_504005.2, NP_504917.1, NP_504940.1, NP_506420.3, NP_508623.1, NP_508624.1, NP_510579.2		
OG0000061	6183.Smp_005170.1, 6183.Smp_023190.1, 6183.Smp_028860.1, 6183.Smp_029950.1, 6183.Smp_061980.1, 6183.Smp_084210.1, 6183.Smp_086310.1, 6183.Smp_086370.1, 6183.Smp_099090.1, 6183.Smp_117560.1, 6183.Smp_120750.1, 6183.Smp_138720.1, 6183.Smp_138790.1, 6183.Smp_141260.1, 6183.Smp_166270.1, 6183.Smp_177900.1, 6183.Smp_178320.1, 6183.Smp_188510.1, 6183.Smp_188960.1, 6183.Smp_200580.1	NP_504187.1		
OG0000062	6183.Smp_053220.1, 6183.Smp_150700.1	NP_496924.1, NP_496925.1, NP_496926.1, NP_504231.1, NP_506205.1, NP_509242.1, NP_509243.1, NP_509247.2	AAD38635.1, AAF47812.1, AAF49912.1, AAF49913.1, AAF50038.2, AAF50039.2, AAF54175.1, NP_610235.1	NP_010656.1, NP_011972.1, NP_014763.1
OG0000063	6183.Smp_186960.1	NP_490937.1, NP_491105.2, NP_492844.1, NP_494135.1, NP_494890.1, NP_495266.1, NP_495733.1, NP_498084.1, NP_498860.1, NP_500227.1, NP_500443.2, NP_501611.1, NP_504664.2, NP_505161.1, NP_505162.1, NP_506741.1, NP_508328.1, NP_509377.1, NP_510399.1	AAF53986.1	
OG0000064	6183.Smp_002470.1, 6183.Smp_026200.1, 6183.Smp_026790.1, 6183.Smp_026860.1, 6183.Smp_048030.1, 6183.Smp_063550.1, 6183.Smp_088610.1, 6183.Smp_096830.1, 6183.Smp_101840.1, 6183.Smp_109240.1, 6183.Smp_114130.1, 6183.Smp_114870.1, 6183.Smp_120020.1, 6183.Smp_125000.1, 6183.Smp_138800.1, 6183.Smp_139590.1, 6183.Smp_174250.1, 6183.Smp_175190.1, 6183.Smp_178400.1, 6183.Smp_197170.1			
OG0000065	6183.Smp_044060.1, 6183.Smp_124250.1, 6183.Smp_129270.1, 6183.Smp_134140.1, 6183.Smp_134500.1, 6183.Smp_141980.1, 6183.Smp_146120.1, 6183.Smp_153650.1, 6183.Smp_197150.1	NP_490787.1, NP_493343.1, NP_495600.1, NP_495601.1, NP_497084.2	AAF48205.4, AAF48206.1, NP_525061.2, NP_609520.1, NP_611814.3	NP_015005.1
OG0000066	6183.Smp_088270.1	NP_490776.3, NP_490779.1, NP_490780.2, NP_491174.2, NP_492715.1, NP_506684.3	AAF46080.2, AAF46081.2, AAF46083.2, AAF50564.3, AAF50637.2, AAF52538.2, AAF52809.1, AAF52810.1, AAF56130.2, AAF59162.2, NP_609132.1, NP_610819.1	NP_012000.1
OG0000067	6183.Smp_105360.1	NP_491214.3, NP_492099.1, NP_492230.2, NP_495302.3, NP_495702.1, NP_501138.1, NP_501206.1, NP_501207.2, NP_505703.3, NP_507638.2, NP_507639.3, NP_507640.2, NP_507641.2, NP_509311.1, NP_509438.1, NP_510380.1, NP_510712.2	AAF51268.1, AAF51333.1	
OG0000068	6183.Smp_144130.1	NP_509423.2	AAF45880.2, AAF46838.2, AAF50779.2, AAF50780.1, AAF50811.1, AAF50812.2, AAF51754.3, AAF52273.4, AAF52275.1, AAF52409.1, AAF52743.3, AAF52744.3, AAF56071.1, AAF56750.1, AAF56835.1, AAF58506.1, NP_476579.1, NP_611666.2	
OG0000069		CAB01123.2, NP_504092.1, NP_504093.1, NP_504094.1, NP_504095.1, NP_504097.1, NP_504099.1, NP_504100.2, NP_504101.1, NP_504102.2, NP_504103.2, NP_504104.1, NP_504121.1, NP_504124.1, NP_504879.3, NP_504880.2, NP_506765.1, NP_506787.1, NP_506788.1, NP_507044.1		
OG0000070		NP_491275.3, NP_491276.1, NP_491277.1, NP_491278.1, NP_491722.2, NP_491758.1, NP_491761.3, NP_491872.1, NP_492647.2, NP_494193.1, NP_494221.3, NP_497497.1, NP_497499.1, NP_500718.1, NP_500756.1, NP_500775.1, NP_501041.1, NP_501293.3, NP_501721.1, NP_501766.1		
OG0000071	6183.Smp_068280.1	NP_499464.1, NP_502317.1	AAF49251.3, AAF49252.1, AAF49253.3, AAF49254.3, AAF49255.4, AAF49256.3, AAF52410.1, AAF54203.1, AAF56834.5, AAF57053.2, AAF57054.1, AAF57060.2, AAF57061.2, AAF57062.2, AAF57071.5, AAF57073.4	
OG0000072		NP_491255.2, NP_492375.3, NP_493441.1, NP_493455.1, NP_493562.1, NP_493568.2, NP_494284.1, NP_494716.1, NP_496511.1, NP_496512.2, NP_498143.1, NP_498378.2, NP_499354.2, NP_500685.1, NP_501674.1, NP_502176.1, NP_502535.1, NP_502537.2, NP_503355.2		
OG0000073		NP_491247.2, NP_491291.3, NP_496854.2, NP_497168.1, NP_497267.2, NP_497312.1, NP_499125.3, NP_500843.1, NP_501369.1, NP_501371.1, NP_504500.1, NP_505170.2, NP_507547.1, NP_507829.1, NP_507830.1, NP_507951.1, NP_508518.1, NP_509202.1	NP_610207.1	
OG0000074	6183.Smp_008390.1, 6183.Smp_023140.1, 6183.Smp_124150.1, 6183.Smp_124880.1, 6183.Smp_125090.1, 6183.Smp_128820.1, 6183.Smp_128830.1, 6183.Smp_141020.1, 6183.Smp_152360.1, 6183.Smp_162070.1, 6183.Smp_164000.1, 6183.Smp_165180.1, 6183.Smp_165300.1, 6183.Smp_167530.1, 6183.Smp_173920.1, 6183.Smp_186920.1, 6183.Smp_187590.1, 6183.Smp_193730.1			
OG0000075	6183.Smp_010670.1, 6183.Smp_042140.1, 6183.Smp_042150.1, 6183.Smp_045010.1, 6183.Smp_045200.1, 6183.Smp_072620.1, 6183.Smp_072630.1, 6183.Smp_074460.1, 6183.Smp_077310.1, 6183.Smp_086470.1, 6183.Smp_086480.1, 6183.Smp_086530.1, 6183.Smp_135980.1, 6183.Smp_146220.1, 6183.Smp_146460.1, 6183.Smp_169190.1, 6183.Smp_169200.1, 6183.Smp_195090.1			
OG0000076	6183.Smp_010770.1, 6183.Smp_051810.1		AAF50101.2, AAF52122.3, AAF54172.2, AAF54460.1, AAF54461.1, AAF54462.1, AAF54463.2, AAF54464.1, AAF56015.1, AAF56018.1, AAF56019.1, AAF56020.2, AAF56021.1, AAF56072.1, AAF57647.2, NP_611366.2	
OG0000077	6183.Smp_034500.1, 6183.Smp_038530.1, 6183.Smp_135160.1, 6183.Smp_169960.1	NP_492133.1, NP_492580.2, NP_498399.1, NP_499190.2, NP_501053.2, NP_508975.2	AAF47341.2, AAF49192.2, AAF49193.2, AAF49810.2, AAF57003.2, NP_524273.1	NP_012153.1, NP_014345.3
OG0000078	6183.Smp_048560.1, 6183.Smp_140310.1, 6183.Smp_143130.1, 6183.Smp_165070.1	NP_492462.1, NP_492463.1, NP_498280.1, NP_501190.1, NP_502440.1	AAF47125.1, AAF48655.3, AAF49395.3, AAF49396.2, AAF49398.2, AAF53791.2, AAF53979.2	NP_010041.2, NP_013016.4
OG0000079	6183.Smp_080210.1, 6183.Smp_165340.1		AAF45762.1, AAF46152.1, AAF47455.1, AAF47890.1, AAF47891.1, AAF49914.2, AAF52032.1, AAF53485.3, AAF55994.1, AAF56166.2, AAF56167.1, AAF57178.1, AAF58912.1, NP_523939.1, NP_610507.1, T13428	
OG0000080	6183.Smp_135820.1	NP_499714.1	AAF46290.2, AAF48372.2, AAF48561.2, AAF50170.2, AAF50172.2, AAF51308.3, AAF52929.2, AAF53033.1, AAF54116.2, AAF54647.2, AAF54751.2, AAF54753.1, AAF55121.3, AAF57303.2, AAF57770.1, NP_612066.1	
OG0000081		NP_502262.1, NP_508460.3	AAB39701.1, AAF46260.2, AAF47595.3, AAF51293.5, AAF52616.2, AAF54633.1, AAF55596.1, AAF56529.1, AAF56530.1, AAF56531.2, AAF56532.2, AAF56533.3, AAF56534.2, AAF57191.2, AAF57193.1, NP_611465.2	
OG0000082			AAF46239.1, AAF49874.1, AAF51123.1, AAF51125.5, AAF51126.1, AAF51129.2, AAF51941.1, AAF51943.2, AAF54046.4, AAF54047.1, AAF58103.1, AAF58630.1, AAF58631.1, NP_523675.1, NP_536732.1, NP_608766.1, NP_611234.1, NP_611834.3	
OG0000083			AAF52530.2, AAF52578.4, AAF52627.2, AAF52854.1, AAF53932.3, AAF57405.3, AAF57406.3, AAF57408.2, AAF57409.2, AAF57895.3, AAF59286.2, AAF59287.1, NP_524153.1, NP_524805.1, NP_524851.1, NP_524953.1, NP_610245.2, NP_610633.1	
OG0000084				NP_009624.4, NP_009625.1, NP_009690.1, NP_009905.3, NP_010331.3, NP_010444.1, NP_010796.1, NP_010851.1, NP_011707.1, NP_012965.3, NP_013039.1, NP_014129.1, NP_014131.1, NP_014622.1, NP_014993.1, NP_015049.1, NP_015058.1, NP_116600.1
OG0000085	6183.Smp_009430.1, 6183.Smp_084570.1, 6183.Smp_102190.1, 6183.Smp_117920.1, 6183.Smp_131430.1, 6183.Smp_168550.1, 6183.Smp_168560.1, 6183.Smp_178940.1	NP_498386.2, NP_505205.2, NP_506448.2, NP_506449.1, NP_507092.1	AAF46291.1, AAF53580.3, AAF53581.1	NP_009717.1
OG0000086	6183.Smp_016780.1, 6183.Smp_027920.1, 6183.Smp_090120.1, 6183.Smp_103140.1, 6183.Smp_103790.1	CAC42274.1, NP_492268.1, NP_492600.1, NP_493270.1, NP_496351.1, NP_496352.1, NP_497663.1, NP_499463.1, NP_508555.2	NP_524264.1, NP_524297.1	NP_013625.1
OG0000087	6183.Smp_029360.1	NP_493751.1, NP_495405.2, NP_498989.1, NP_499743.2	AAF47603.1, AAF48694.1, AAF48695.2, AAF50114.1, AAF50116.1, AAF50117.4, AAF50252.1, AAF52663.1, AAF58478.2, AAF58727.1	NP_012776.1, NP_014298.1
OG0000088	6183.Smp_052910.1	NP_492512.1, NP_492513.1, NP_507059.1, NP_507393.1, NP_507574.2, NP_507857.1, NP_510192.1, NP_510193.4	AAF47061.1, AAF49021.1, AAF49022.2, AAF49023.1, NP_477390.1, NP_610729.1, NP_611796.1	NP_010615.3
OG0000089	6183.Smp_059140.1, 6183.Smp_088180.1, 6183.Smp_094770.1, 6183.Smp_122860.1, 6183.Smp_125470.1, 6183.Smp_147480.1, 6183.Smp_157440.1, 6183.Smp_167670.1, 6183.Smp_167780.1, 6183.Smp_168360.1, 6183.Smp_170460.1, 6183.Smp_170470.1, 6183.Smp_170480.1, 6183.Smp_170490.1, 6183.Smp_170500.1, 6183.Smp_175400.1, 6183.Smp_194190.1			
OG0000090	6183.Smp_077980.1, 6183.Smp_144080.1, 6183.Smp_160240.1	NP_491828.3, NP_491829.3, NP_491830.2, NP_491831.1, NP_491832.1, NP_492974.2, NP_505614.3, NP_505615.1, T20760	AAA69860.1, AAF56463.2, NP_477318.1, NP_524885.1	NP_014161.1
OG0000091	6183.Smp_155690.1, 6183.Smp_161600.1, 6183.Smp_179780.1, 6183.Smp_180820.1	NP_508604.3, NP_508955.1, NP_509261.1, NP_510439.1	AAF47126.2, AAF49754.2, AAF49756.1, AAF57112.2, AAF58279.2, AAF59408.1, NP_524066.1, NP_524735.1	NP_015390.1
OG0000092	6183.Smp_165800.1, 6183.Smp_206030.1	NP_491769.2, NP_493041.1, NP_502478.1, NP_503175.1	AAF48511.1, AAF49305.4, AAF49312.4, AAF50836.4, AAF50837.2, AAF50838.3, AAF50847.3, AAF53328.1, AAF55726.3, AAF55727.1, AAF57490.2	
OG0000093		NP_497043.2, NP_503064.2	AAF53127.1, AAF53128.4, AAF59083.2, AAF59084.2, AAF59085.2, AAF59086.1, AAF59088.1, AAF59089.3, NP_476628.2	NP_009858.3, NP_011803.3, NP_011808.3, NP_012096.1, NP_012319.1, NP_014485.1
OG0000094		NP_494849.2, NP_495353.1, NP_495354.1, NP_495362.1, NP_500705.2, NP_501967.2, NP_503653.3, NP_503654.2, NP_503656.2, NP_503657.2, NP_503677.1, NP_503679.1, NP_503680.1, NP_503682.1, NP_503683.1, NP_504517.2, NP_507475.2		
OG0000095		NP_491689.4, NP_498554.1, NP_500250.2, NP_501259.1, NP_502117.2, NP_503165.3, NP_504164.1, NP_504453.1, NP_504455.1, NP_505935.2, NP_505936.1, NP_508468.1, NP_509116.2, NP_510115.1, NP_510201.2, NP_510834.2	AAF50473.1	
OG0000096				NP_010036.1, NP_010629.3, NP_010630.1, NP_010632.1, NP_010845.1, NP_011960.2, NP_011962.1, NP_011964.1, NP_012316.1, NP_012321.1, NP_012692.3, NP_013182.1, NP_013724.1, NP_014081.1, NP_014470.1, NP_014486.1, NP_116644.1
OG0000097	6183.Smp_011680.1, 6183.Smp_026810.1	NP_499625.2, NP_499802.3, NP_508919.2	AAF47309.1, AAF47310.2, AAF47591.3, AAF52518.3, AAF52584.3, AAF53645.3, AAF55338.1, AAF55863.2, NP_477183.1, NP_609169.1, NP_611991.1	
OG0000098	6183.Smp_028910.1, 6183.Smp_054300.1, 6183.Smp_129750.1, 6183.Smp_137730.1, 6183.Smp_137740.1, 6183.Smp_142860.1, 6183.Smp_154410.1, 6183.Smp_193620.1, 6183.Smp_193870.1, 6183.Smp_194990.1, 6183.Smp_199790.1, 6183.Smp_205640.1, 6183.Smp_209060.1, 6183.Smp_211180.1	NP_495862.2	AAF49657.2	
OG0000099	6183.Smp_145290.1, 6183.Smp_155890.1		AAF46819.1, AAF46820.1, AAF46821.1, AAF50764.1, AAF50765.1, AAF51724.2, AAF53795.1, AAF54384.4, AAF54492.2, AAF55830.1, AAF57106.1, NP_573047.1, NP_610496.1	NP_010769.3
OG0000100		NP_496085.3, NP_496108.1, NP_496109.1, NP_496110.1, NP_496111.1, NP_496112.1, NP_496113.1, NP_496114.1, NP_496115.1, NP_499704.1, NP_499705.1, NP_510231.1, NP_510232.1, NP_510233.1, NP_510369.2		NP_010690.1
OG0000101		NP_490769.2, NP_496231.1, NP_496437.1, NP_498560.2, NP_499135.1, NP_499209.1, NP_500733.2, NP_501047.1, NP_501331.1, NP_501827.3, NP_502062.2, NP_502200.1, NP_502251.1, NP_502779.1, NP_503038.1, NP_506537.1		
OG0000102		NP_495163.1, NP_496159.1, NP_496160.1, NP_496165.3, NP_496166.1, NP_496801.2, NP_497215.1, NP_497763.1, NP_501007.1, NP_501571.3, NP_504647.1, NP_509649.1, NP_509650.3, NP_510844.1, P36573.1	AAF57667.1	
OG0000103		NP_490946.3, NP_494951.3, NP_497338.2, NP_498637.3, NP_499789.1, NP_501567.1, NP_501715.1, NP_502839.3, NP_504741.3, NP_505302.1, NP_505841.2, NP_506308.3, NP_507870.2, NP_508810.2, NP_509644.1, NP_510699.1		
OG0000104			AAF47384.1, AAF47964.1, AAF48233.2, AAF49775.1, AAF49776.2, AAF51003.2, AAF51023.1, AAF51135.3, AAF51728.1, AAF54165.2, AAF54310.2, AAF54415.3, AAF55074.1, AAF56136.2, NP_524062.1, NP_608754.1	
OG0000105			AAF59303.2, AAF59307.2, AAF59308.2, AAF59312.3, AAF59313.2, NP_523631.1, NP_523632.2, NP_523633.1, NP_523637.1, NP_523639.1, NP_523640.1, NP_523641.2, NP_523642.1, NP_523643.2, NP_523644.1, NP_523960.2	
OG0000106			AAF51038.1, AAF51070.1, AAF51328.3, AAF51469.2, AAF51470.2, AAF51471.2, AAF52570.2, AAF52666.1, AAF52758.2, AAF58899.1, AAF58900.1, CAB53190.1, NP_572491.1, NP_609116.1, NP_610208.1, NP_610685.2	
OG0000107	6183.Smp_000980.1, 6183.Smp_063790.1, 6183.Smp_100090.1, 6183.Smp_103530.1, 6183.Smp_173650.1	NP_493178.1, NP_498375.1, NP_498376.1, NP_498377.1	NP_523442.2, NP_524415.1, NP_611553.1	NP_009647.2, NP_010282.3, NP_015377.1
OG0000108	6183.Smp_001280.1, 6183.Smp_001330.1, 6183.Smp_034160.1, 6183.Smp_040110.1, 6183.Smp_050520.1, 6183.Smp_122740.1, 6183.Smp_122750.1, 6183.Smp_135370.1, 6183.Smp_140600.1, 6183.Smp_145730.1, 6183.Smp_173560.1, 6183.Smp_183600.1	NP_510346.2	AAF56678.2, NP_477264.1	
OG0000109	6183.Smp_006970.1, 6183.Smp_049380.1, 6183.Smp_151960.1, 6183.Smp_186680.1	NP_495666.4, NP_495667.2, NP_496445.1, NP_508894.2	AAF46047.1, AAF49953.1, AAF55715.1	NP_010667.1, NP_010677.1, NP_014770.1, NP_014777.3
OG0000110	6183.Smp_012440.1, 6183.Smp_046790.1, 6183.Smp_105410.1, 6183.Smp_127200.1	NP_493981.1, NP_493982.1, NP_503413.2, NP_508181.1	AAF57300.2, AAF59140.3, NP_523658.1, NP_523878.1, NP_524731.1	NP_009800.1, NP_011411.3
OG0000111	6183.Smp_016920.1, 6183.Smp_048680.1, 6183.Smp_049970.5, 6183.Smp_141490.1, 6183.Smp_176120.1, 6183.Smp_205270.1	NP_491059.2, NP_491091.1, NP_495976.1, NP_498962.1	AAF46210.2, AAF54321.1, AAF55568.1	NP_009618.2, NP_010427.3
OG0000112	6183.Smp_030730.1, 6183.Smp_078040.1, 6183.Smp_079960.1, 6183.Smp_079970.1, 6183.Smp_192110.1	NP_497728.2, NP_497806.1, NP_499367.1, NP_509313.1, NP_509585.1	AAF56770.3, AAF57556.1, NP_523842.2, P08840	NP_116616.1
OG0000113	6183.Smp_038970.1, 6183.Smp_101650.1, 6183.Smp_119730.1, 6183.Smp_125560.1, 6183.Smp_138660.1, 6183.Smp_142680.1, 6183.Smp_165850.1, 6183.Smp_175090.3, 6183.Smp_198870.1, 6183.Smp_209040.1	NP_490744.1, NP_499799.1, NP_503540.1	AAF49219.1	NP_010931.3
OG0000114	6183.Smp_040130.1, 6183.Smp_040790.1	NP_493624.1, NP_497257.1, NP_499828.1, NP_500632.3, NP_506561.1, NP_506749.1, NP_506751.1	AAF49750.1, NP_523366.2, NP_611695.1	NP_010439.1, NP_011924.1, NP_013633.1
